unit,duration,partner,sex,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,N_GE4,DOM,M,HR	393583 	391791 	421927 	391366 b	362465 	373051 	344572 	317546 	553404 	456907 	441772 	393751 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,M,HU	710913 	677239 	738275 	734060 	760000 	774557 	733943 b	692525 	1194984 	1182841 	1340048 	801505 	1017504 	1265544 	1252763 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,M,IE	131930 	159701 	140834 	146170 	154725 	146968 	154547 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	227000 	: 	551000 	: 	: 	7093000 	: 
NR,N_GE4,DOM,M,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40088 	: 	: 
NR,N_GE4,DOM,M,IT	6067825 	5480223 	5562379 	5824368 	5521373 b	5874208 	7023928 	6904548 	7595548 	7727394 	7436422 	8821320 	8772502 	8680700 	8587204 	8703631 	8552016 	8383160 	8164798 	7452232 	7636309 	8348810 	: 	: 	: 
NR,N_GE4,DOM,M,LT	60211 	61021 	68504 	80844 	73481 	67245 	57339 	115324 	112364 	119114 	108667 	70546 	68755 	61860 	158723 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,M,LU	: c	: c	: c	0 u	2846 	954 	930 	132 	159 	: u	: u	: u	: 	0 	: 	: 	1000 	: 	: 	1000 	1000 	1000 	: 	: 	: 
NR,N_GE4,DOM,M,LV	: 	54756 	52804 	44323 	43200 	56769 	49665 	50719 	114214 	109302 	111739 	118176 	130220 	150726 	146636 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,M,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,M,MK	25174 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,M,MT	10677 	13654 	11028 	9031 	13083 	8388 	13536 b	9818 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,M,NL	1088972 	1008579 	1082490 	1142647 	1149895 	1188442 	1162089 b	860000 	918000 	939000 	874000 	872000 	978000 	893000 	996000 	977000 	811000 	1030000 	1055000 	1110000 	1218000 	: 	: 	: 	: 
NR,N_GE4,DOM,M,NO	283291 	339963 	323924 	272033 	320526 	288440 	: 	325959 	388329 	388329 	307547 	289513 	405610 	328185 	384354 	419306 	383683 	458793 	427829 	429796 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,M,PL	4106991 	4021073 	4006379 	3816713 	3292923 	4110000 	2920000 	3074000 e	3236000 	3260000 	3190000 	3204000 	3145000 	3528000 	3450000 e	3760000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,M,PT	810353 	799230 	817595 	796686 	745136 	809196 	678106 	683617 	674439 	828127 	515101 	586355 	811500 	748655 	870717 	918317 	1030056 	1035506 	951672 	901944 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,M,RO	774595 	721338 	687000 	758525 	746475 	781974 	847548 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,M,SE	619564 	526752 b	425119 	344382 	415130 	: 	1418630 	1461311 	1447078 	1379440 	1300547 	1344738 	1295745 	: 	: 	: 	: 	: 	: 	: 	: 	1959000 	: 	: 	: 
NR,N_GE4,DOM,M,SI	68517 	54960 	69991 	70760 	62487 e	64343 e	74422 	88000 	86000 	118000 	101865 	108319 	110057 	91053 	98936 	106413 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,M,SK	405734 	343151 	398947 	319272 	334789 	313827 b	281153 	342906 	412476 	331806 	450305 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,M,UK	: 	: 	4241460 	4409600 	4256300 	4807200 	4744000 	4765000 	5037000 	4704000 	4505000 	3916000 	5117000 	4533000 	3420000 	4120000 	4055000 	4195000 	4478000 	5530000 	7110000 	7690000 	7700000 	: 	: 
NR,N_GE4,DOM,T,AT	: 	646557 	642194 	624575 	636346 	593633 	698287 	685542 	658765 	739988 	743930 	716520 	1325560 	726598 	1118051 	1133661 	677983 	833032 	702818 	777047 	741000 	: 	734900 	: 	: 
NR,N_GE4,DOM,T,BE	277801 	257208 b	203247 	228940 	197892 	266905 	343546 	394154 	313757 	435413 	457844 	427964 	487911 	518871 	518015 	489771 	488925 	463590 	: 	505055 	695879 	: 	935280 	: 	: 
NR,N_GE4,DOM,T,BG	1204438 	1304174 	1078620 	1115359 	930776 	759641 	584725 b	866268 e	876582 e	1203690 e	876070 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,T,CH	463678 	514884 	527247 	498831 	569435 	560674 	651956 	909783 	703414 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,T,CY	94545 e	91630 e	89838 e	112813 e	74036 e	50593 e	58471 e	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,T,CZ	2037013 	2376596 	2398127 	2301395 	2662139 	2189055 	2070049 	2067227 	2868802 	2639661 e	2172292 e	2281743 	2160755 	2391652 	2305438 	2143346 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,T,DE	8944843 	9504661 	10504640 	11094446 	11183170 	11048381 	11361778 	15231192 	15359041 	18550073 e	16043431 	15134393 	17361471 	18161284 	13916000 	13873000 	14433000 	18882000 	17178000 	15500000 	15100000 	16300000 	: 	: 	: 
NR,N_GE4,DOM,T,DK	863598 e	736008 e	923884 	924695 	957745 	891083 	803066 	696344 	473343 	461394 	466699 	430002 	430002 	627537 	595857 	796900 	671600 	660100 	773600 	666900 	741400 	688000 	848000 	: 	: 
NR,N_GE4,DOM,T,EA	63936114 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,T,EE	89188 u	127360 	121855 	103633 	120109 	112883 	119348 b	: u	: u	96101 	69100 	82991 	71093 	117125 	108075 	107367 	146470 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,T,EL	2752835 	2599499 	2236298 	2341046 	2593563 	2189625 	2360851 	2518202 	2678363 	3507791 	3480200 	3540678 	3662561 	3891239 	2914272 	3580232 	3493978 	3576705 	3902649 	3575687 	4900107 	5485220 	6445795 	3116995 	3116995 
NR,N_GE4,DOM,T,ES	13078005 	12550496 	13080229 	12528112 b	11193125 	11624720 	11155393 	11687490 	10875158 	12138226 	12574601 	12687145 	13011626 	11616470 	9681454 	15634136 	15624994 	15730621 	25108192 	19654295 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,T,EU25	86975601 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,T,EU27	89699642 e	: 	: 	: 	: 	: 	: 	104426687 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,T,EU28	90517561 e	: 	: 	: 	: 	: 	: 	105196392 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,T,FI	1239729 	1196069 	1260701 	1337733 	1325117 	1273499 	1310023 b	1176000 	1152000 	1136000 	1135000 	1259000 	1067000 	1170000 	1182000 	1301000 	1272000 	1201000 	1195000 	1124000 	1189000 	1229000 	1104000 	1418000 	1189000 
NR,N_GE4,DOM,T,FR	18967610 	18898499 	21431436 	22276568 	22136458 	22518479 	22874230 	22940000 	22859280 	23516663 	23474576 	23584284 	23493485 	23677776 	20179000 	20663000 	: 	20228000 	19841000 	20370000 	20539000 	20964000 	: 	: 	: 
NR,N_GE4,DOM,T,HR	817919 	779256 	821086 	759048 b	810696 	681303 	784589 	769705 	1026570 	917467 	879407 	799891 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,T,HU	1516357 	1425802 	1581455 	1583337 	1645689 	1643169 	1618780 b	1478035 	2598942 	2606629 	2966006 	1762227 	2237360 	2869751 	2805781 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,T,IE	247340 	323379 	296352 	323668 	324152 	322834 	305569 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	507000 	661000 	1031000 	: 	: 	: 	: 
NR,N_GE4,DOM,T,IT	12494612 	11338534 	11239070 	12319417 	11240517 b	12366286 	14273080 	14465953 	15597655 	15834297 	15365993 	18142338 	18033568 	17806222 	17694691 	17856840 	17609661 	17268213 	16768892 	15509403 	15898104 	17448913 	: 	: 	: 
NR,N_GE4,DOM,T,LT	122158 	123818 	132106 	153984 	152638 	137738 	122955 	251743 	251076 	276839 	230865 	146608 	159382 	138955 	345475 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,T,LU	: c	: c	: c	: c	3645 	954 	1822 	132 	690 	: u	: u	: u	1000 	1000 	1000 	1000 	2000 	1000 	1000 	3000 	1000 	2000 	: 	: 	: 
NR,N_GE4,DOM,T,LV	: 	112081 	110971 	100606 	88888 	119488 	107228 	121366 	190596 	198141 	199911 	200358 	225088 	262929 	281967 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,T,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,T,MK	57563 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,T,MT	22959 	23489 	19939 	19305 	25939 	20605 	26294 b	21124 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,T,NL	2138562 	2161918 	2337972 	2283531 	2330609 	2379411 	2470035 b	1757000 	1861000 	1917000 	1787000 	1901000 	2054000 	1920000 	2066000 	1982000 	1910000 	2226000 	2247000 	2287000 	2316000 	: 	: 	: 	: 
NR,N_GE4,DOM,T,NO	565797 	618220 	690844 	501590 	593160 	501102 	: 	588391 	722415 	722415 	626155 	633314 	834690 	709673 	767460 	889273 	758912 	889170 	925086 	940264 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,T,PL	8932427 	8750326 	8507031 	8050355 	7217153 	8130000 	7360000 	6651000 e	7001000 	7819000 	7518000 	7227000 	7367000 	7900000 	7734000 e	8750000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,T,PT	1807953 	1773317 	1801265 	1728860 	1621955 	1775641 	1428380 	1504967 	1482870 	1716348 	1118723 	1230066 	1747201 	1763737 	1877311 	1956013 	2184769 	2257052 	2022280 	2060376 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,T,RO	1519603 	1425535 	1362303 	1514890 	1497020 	1569449 	1648173 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,T,SE	1153685 	948704 b	878661 	824698 	864800 	: 	2988546 	3014202 	3064598 	2859122 	2816807 	2797047 	2852621 	: 	: 	: 	: 	: 	: 	: 	: 	4018000 	: 	: 	: 
NR,N_GE4,DOM,T,SI	144863 	120977 	148081 	136681 	144768 e	137652 e	151800 	171000 	194000 	221000 	201793 	218417 	210351 	206615 	206374 	225936 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,T,SK	912400 	760545 	799001 	703873 	638799 	686371 b	628108 	737767 	743930 	880795 	850576 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,T,UK	: 	: 	8469680 	8452800 	8345600 	9737400 	10832000 	11088000 	10856000 	10960000 	10031000 	9578000 	10703000 	10231000 	7680000 	8670000 	9220000 	9401000 	9926000 	12280000 	15810000 	16860000 	16210000 	: 	: 
NR,N_GE4,DOT,F,AT	: 	1287673 	1226347 	1243326 	1139473 	1294692 	1214053 	1201634 	1180205 	1192849 	1210713 	1084449 	1176240 	984099 	303649 	243057 	305661 	302790 	307521 	305867 	267000 	: 	: 	: 	: 
NR,N_GE4,DOT,F,BE	1282131 	1147618 b	822136 	680977 	550105 	762955 	522613 	241342 	246928 	219950 	278551 	241918 	269713 	301488 	284307 	262581 	220470 	213986 	: 	222039 	296201 	: 	231740 	: 	: 
NR,N_GE4,DOT,F,BG	73358 	68618 	17591 	32073 	20141 	14120 	12639 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,CH	629910 	616559 	666751 	710717 	641607 	648097 	658768 	: u	567292 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,CY	97364 e	89150 e	89210 e	83303 e	81643 e	24135 e	42632 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,CZ	917509 	955072 	909590 	727530 	790794 	685076 	825082 e	901768 	326439 	604757 e	518552 e	653428 	618779 	570417 	549855 	475729 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,DE	7319423 	7106224 	6376541 	6290909 	7117955 	6643474 	6072071 	5683671 	5578075 	1334253 e	4354763 	2194917 	2144171 	3092480 	2860000 	3319000 	: u	1876000 	2109000 	: u	: u	: u	: 	: 	: 
NR,N_GE4,DOT,F,DK	249237 e	248366 e	471663 	457836 	398296 	384824 	303324 	255788 	195013 	212627 	168622 	184140 	184140 	297071 	188397 	253000 	261600 	264800 	192100 	226200 	223300 	258000 	315100 	: 	: 
NR,N_GE4,DOT,F,EE	100224 u	74901 u	35958 u	49335 	68999 	66419 	43650 b	: 	: u	56275 	53195 	45480 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,EL	101843 	96820 	75046 	83915 	88397 	71059 	58938 	26553 	32409 	47155 	45868 	34908 	18628 	33169 	21241 	25458 	28551 	41011 	36690 	19850 	12576 	17874 	28061 	55871 	55871 
NR,N_GE4,DOT,F,ES	2151703 	2115820 	1924480 	1748071 b	814518 	811965 	856865 	983091 	986330 	1008031 	1049124 	917076 	927817 	746263 	573031 	256874 	228915 	203915 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,EU25	26454470 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,EU27	26544732 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,EU28	26647079 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,FI	661935 	473266 	609436 	592491 	513885 	523851 	493033 b	435000 	432000 	391000 	418000 	386000 	438000 	415000 	366000 	359000 	314000 	336000 	332000 	332000 	239000 	311000 	223000 	: 	239000 
NR,N_GE4,DOT,F,FR	4418599 	3754714 	3388565 	4007266 	4113004 	4061872 	3834290 	3813791 	3870280 	3633440 	4198451 	4188705 	4091134 	4318002 	3667000 	3394000 	: 	3323000 	3496000 	3431000 	3470000 	3329000 	: 	: 	: 
NR,N_GE4,DOT,F,HR	102347 	79778 	66801 	60081 b	67846 	82498 	80614 	79185 	111822 	100443 	111019 	160821 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,HU	299950 	307981 	287954 	244413 	276725 	281575 	293901 b	237323 	142992 	155216 	219483 	292818 	47589 	110821 	118422 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,IE	521527 	512825 	469294 	433323 	427541 	416961 	387345 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19229 	: 	: 
NR,N_GE4,DOT,F,IT	1710187 	1393664 	1716174 	1185137 	1181102 b	869489 	649785 	1795003 	1966510 	2032311 	1830778 	1616274 	1605860 	1582357 	1579230 	1587158 	1570588 	1540660 	1498974 	1390459 	1588495 	1269203 	: 	: 	: 
NR,N_GE4,DOT,F,LT	12997 u	12146 u	12077 u	10877 u	4541 	10260 u	5884 u	: u	: u	: u	: u	11840 	6436 	7276 	5251 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,LU	: c	8239 u	: c	: c	5655 	3860 	5139 	0 	9659 	: u	: u	: u	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,LV	: 	44755 	47894 	52640 	42651 	26280 	29447 	40907 	1536 	2977 	336 	2475 	3058 	1215 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,MK	4916 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,MT	18712 	16541 	10042 	7432 	9643 	10111 	6363 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,NL	1179446 	1167579 	1164847 	1146291 	1097548 	1141931 	1231162 b	2136000 	2082000 	2058000 	2077000 	1887000 	1898000 	1933000 	1988000 	1922000 	1920000 	870000 	726000 	804000 	832000 	: 	: 	: 	: 
NR,N_GE4,DOT,F,NO	797609 	695696 	681970 	737900 	630028 	715405 	: 	622241 	550206 	550206 	596718 	356557 	417357 	440730 	434861 	376700 	405723 	361240 	310289 	358612 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,PL	958175 	904504 	917608 	914337 	798407 	780000 	720000 	660000 e	697000 	860000 	876000 	789000 	715000 	580000 	496000 e	610000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,PT	372101 	296714 	302278 	285795 	228667 	210327 	121576 	84945 	109157 	123759 	45127 	63834 	133297 	137189 	177725 	61055 	134998 	158491 	109617 	84301 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,RO	16904 	19202 	14412 	25158 	17497 	11989 	3173 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,SE	770111 	959098 b	826374 	906864 	885300 	: 	193988 	152382 	121882 	101819 	146819 	115573 	142646 	: 	: 	: 	: 	: 	: 	: 	: 	877000 	: 	: 	: 
NR,N_GE4,DOT,F,SI	51059 	61696 	55659 	45793 	52918 e	51392 e	67249 	95000 	85000 	91000 	100195 	86031 	80315 	97848 	70656 	75553 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,SK	306194 	250133 	178116 	150414 u	68618 	78279 b	41874 	67542 	73656 	78427 	40027 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,F,UK	: 	: 	1613900 	1897100 	1613500 	2024700 	2499000 	2595000 	2310000 	2275000 	2352000 	2578000 	2632000 	2711000 	2760000 	3360000 	286000 	297000 	292000 	2100000 	1960000 	1860000 	2300000 	: 	: 
NR,N_GE4,DOT,M,AT	: 	1120447 	1124216 	1029183 	1078443 	1069993 	1112138 	1058562 	1022626 	1016071 	1035180 	897758 	1125920 	810455 	185708 	172501 	262514 	278324 	307530 	290667 	239000 	: 	: 	: 	: 
NR,N_GE4,DOT,M,BE	1199115 	1066717 b	729461 	731732 	489492 	650460 	428155 	234841 	197104 	199710 	172996 	220869 	183229 	283219 	211480 	230282 	180682 	168160 	: 	190621 	252362 	: 	241308 	: 	: 
NR,N_GE4,DOT,M,BG	67688 	42698 	15325 	40352 	23897 	19420 	10372 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,CH	710720 	676522 	550724 	550557 	656268 	751695 	547498 	: u	487697 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,CY	91642 e	74433 e	83215 e	72689 e	70208 e	27428 e	34729 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,CZ	970109 	813167 	798242 	745173 	722178 	679356 	844705 e	790417 	286061 	642093 e	542915 e	628247 	594935 	554755 	534758 	469312 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,DE	6720757 	6431389 	6464122 	6138325 	5786741 	5567677 	6398687 	4580152 	4427163 	1229174 e	3920010 	2772001 	2304460 	3154120 	2502000 	3211000 	: u	2119000 	1925000 	: u	: u	: u	: 	: 	: 
NR,N_GE4,DOT,M,DK	186323 e	155291 e	357209 	372311 	387500 	340285 	265557 	244802 	177256 	167207 	202258 	146221 	146221 	188527 	149288 	231100 	170600 	209400 	204500 	210200 	187700 	261000 	231700 	: 	: 
NR,N_GE4,DOT,M,EE	72559 u	: c	: c	32242 	38118 	40354 	40162 b	: 	: u	25225 	: u	37126 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,EL	93714 	69383 	50209 	72670 	66428 	59142 	43004 	19508 	21110 	16596 	32853 	29800 	28881 	39604 	9509 	12340 	24820 	25568 	37741 	9988 	12470 	14049 	26301 	47283 	47283 
NR,N_GE4,DOT,M,ES	2136516 	1701694 	1609433 	1532967 b	653330 	685492 	716442 	838760 	821631 	828905 	852441 	757147 	821583 	640029 	524591 	224046 	199578 	162370 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,EU25	24086918 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,EU27	24177516 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,EU28	24283783 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,FI	520909 	586424 	527414 	526424 	451073 	552867 	497200 b	357000 	316000 	383000 	376000 	373000 	338000 	346000 	309000 	236000 	273000 	320000 	227000 	231000 	239000 	286000 	201000 	: 	239000 
NR,N_GE4,DOT,M,FR	3808991 	3609103 	4128165 	3620971 	3652797 	3545767 	3347724 	3574675 	3453381 	3487916 	3349896 	3514927 	3636786 	3592362 	3270000 	2836000 	: 	2528000 	2791000 	2702000 	2701000 	2588000 	: 	: 	: 
NR,N_GE4,DOT,M,HR	106267 	86987 	60599 u	60737 b	72788 	94731 	87411 	65884 	107341 	139427 	74351 	136306 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,HU	256583 	267106 	255181 	233266 	226519 	224564 	257590 b	225907 	139890 	147714 	181318 	248611 	39695 	91376 	91020 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,IE	461892 	433335 	389094 	364539 	392358 	364577 	387116 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15585 	: 	: 
NR,N_GE4,DOT,M,IT	1738408 	1526318 	1561978 	1382342 	1124475 b	708005 	721131 	1785465 	2072687 	2015068 	1756945 	1570134 	1561444 	1545104 	1528463 	1549186 	1522199 	1492144 	1436217 	1342455 	1528677 	1222236 	: 	: 	: 
NR,N_GE4,DOT,M,LT	12379 u	11570 u	10386 u	11064 u	16847 	11079 u	6167 u	: u	: u	: u	: u	10886 	4182 	4754 	6003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,LU	: c	7902 u	: c	: c	2522 	4447 	5673 	264 	9656 	: u	: u	: u	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,LV	: 	39090 	41652 	43394 	41156 	18093 	21318 	33470 	2085 	2809 	1064 	1324 	2594 	2467 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,MK	3840 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,MT	22414 	15778 	10284 	11528 	13250 	9611 	7774 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,NL	1150944 	1093358 	1083283 	1032657 	918993 	1052434 	1050215 b	2111000 	2066000 	1915000 	1921000 	1913000 	1772000 	1780000 	1731000 	1834000 	1744000 	951000 	836000 	754000 	830000 	: 	: 	: 	: 
NR,N_GE4,DOT,M,NO	714378 	659361 	623604 	637096 	615636 	603752 	: 	592741 	476272 	476272 	555040 	302696 	288569 	358629 	349553 	332648 	286546 	270613 	247139 	347550 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,PL	949128 	913512 	873678 	869407 	868086 	780000 	730000 	606000 e	637000 	640000 	826000 	824000 	530000 	492000 	556000 e	420000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,PT	332239 	278123 	276434 	283426 	238256 	189475 	100198 	74621 	95285 	85610 	37563 	59066 	124421 	103000 	118025 	75121 	112323 	103006 	101596 	62916 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,M,RO	22910 	25973 	17444 	23524 	26009 	13681 	1411 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
