unit,purpose,duration,partner,sex,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
THS_NAC,PROF,N1-3,OUT,F,FI	309894.93 	266260.86 	189402.16 	213610.35 	229258.19 	229473.26 	229310.46 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,F,FR	633061.83 	514855.9 	363483.17 	413800.49 	344003.71 	367964.07 	440918.58 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,F,HR	393193.87 	159006.27 	190323.18 u	193886.14 u	357316.24 	178615.65 	96760.28 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,F,HU	10607513 	7937872 	9321367 	8893502 	5560147 	6733223 	5397239 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,F,IE	112045.64 	104906.76 	106734.97 	93228.84 	55704.9 	80308.05 	49739.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,F,IT	: c	: u	: u	: u	: u	160695.77 u	122334.46 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,F,LT	16657.44 	18155.24 	19975.61 	18672.54 	17283.59 	39004.52 	52457.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,F,LU	63643.71 	38804.42 	28983.9 	29789.45 	29768.32 	30262.13 	18709.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,F,LV	13175.6 u	: c	17485.24 u	: u	: u	14497.11 u	10310.1 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,F,MT	11991.13 u	7558.33 u	7008.34 u	12393.07 u	7573.84 bu	4928.05 	5435.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,F,NL	231002.53 	199282.53 	84565.8 	100983.08 	147250.02 	114281.88 	131820.02 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,F,NO	2613638.93 	1495764.54 	4564808.83 	1202496.39 	1423319.16 	1588830.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,F,PL	: 	272085.14 	203181.82 	140314.47 	131929.71 b	306606.18 u	273766.2 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,F,PT	21416.02 	18435.2 	15695.1 	13822.42 u	22033.07 	9585.91 u	7478.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,F,RO	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,F,SE	: 	: 	: u	1644488.35 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,F,SI	41094.79 	52877.49 	38181.66 	30537.82 	34684.26 	28861.39 	40374.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,F,SK	: c	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,F,UK	: 	: 	: 	: 	: 	214069.08 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,AT	482569.44 	605600.07 	569491.32 	620982.58 	781114.55 	729380.01 	539733.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,BE	216633.45 	320106.65 b	379676.11 	197082.49 	169853.43 	290494.8 	294981.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,BG	: c	: c	: u	: u	: u	11215.29 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,CH	570550.04 	411451.42 	326053.29 	381867.75 u	326647.43 u	549688.4 u	766218.16 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,CY	80649.62 	71671.85 	48707.66 	53366.78 	44383.46 	48783.37 	48071.9 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,CZ	2221939.68 	1598792.09 	2495575.58 	1218894.61 	1268944.58 	1879788.28 	2274334.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,DE	3912156.61 	3423465.86 	3592507.17 	3851869.48 	3054358.43 	3527192.28 	4654003.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,DK	4942850.5 	2785761.51 	2382375 	3127950.71 	2913961.73 b	2998435.81 b	7255746.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,EE	131099.66 	73810.33 	86307.95 	45165.41 	54820.06 	39665.43 	30314.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,EL	10342.71 u	12990.21 u	11700.67 u	13382.8 u	16749.96 u	19092.54 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,ES	552149.25 	465198.31 	453032.49 	259023.08 b	96209.42 	150153.24 	132313.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,FI	796086.23 	627439.14 	653700.22 	573932.18 	623409.18 	563167.23 	831139.51 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,FR	1533699.78 	1024268.65 	773321.37 	965942.41 	1031910.67 	854301.93 	720048.48 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,HR	634226.79 	622471.7 	1007680.37 	937550.14 	1062079.6 	753210.84 	619658.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,HU	29751821 	30575678 	29415738.7 	29738656 	23875601 	23121333 	24427103 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,IE	314802.42 	221413.48 	242528.09 	274605.01 	219247.9 	183317.67 	165840.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,IT	476058.54 	291049.12 u	244632.71 u	425023.51 u	275942.04 bu	272569.11 	510678.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,LT	49577.39 	42423.57 	38276.57 	35088.92 	35115.82 	118523.94 	78124.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,LU	232495.86 	142471.33 	83955.99 	94691.08 	127098.82 	100051.95 	96557.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,LV	23367.52 u	22485.88 u	18469.51 u	25566.24 u	18203 u	35095.52 u	15442.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,MT	34445.56 	38333.83 	21605.97 	18284.38 	18022.93 b	17173.2 	15420.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,NL	658203.65 	848971.01 	392587.64 	306906.78 	353934.85 	351851.28 	348304.59 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,NO	6324496.63 	4510235.34 	3625872.99 	5471452.85 	3784334.88 	3346318.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,PL	: 	623181.42 	537521.98 	384380.77 	433006.35 b	815040.92 	3232285.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,PT	62274.31 	40688.23 	52332.35 	43304.73 	51593.37 	13406.82 	15049.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,RO	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,SE	: 	: 	1417323.06 u	1928425.65 u	1915620.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,SI	102179.49 	102249.49 	69617.81 	93913.14 	83634.41 	67269.09 	84027.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,SK	89025.4 u	169684.98 u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,M,UK	: 	: 	: 	: 	: 	989695.5 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,AT	609644.98 	772847.52 	754134.34 	840121.3 	949537.89 	948059.39 	830865.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,BE	339992.42 	431085.23 b	492686.59 	289681.93 	251793.29 	363151.5 	401589.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,BG	: c	: c	26928.84 u	: u	: u	20039.77 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,CH	658630.75 	559740.23 	416064.98 	458758.83 	448844.83 	592951.21 u	924999.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,CY	105055.32 	103017.56 	92479.66 	69017.26 	60982.51 	64141.47 	75162.15 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,CZ	2553621.91 	2066935.62 	2925694.74 	1558807.83 	1542939.15 	2565256.06 	2630488.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,DE	4480931.57 	4335428.59 	4192763.09 	4442305.59 	3505916.74 	4579647.44 	6086588.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,DK	6151192.25 	3543905.38 	3365179.68 	5400147.58 	3806200.47 b	4548295.83 b	7937066.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,EE	194946.37 	101479.23 	127644.6 	69322.54 	77977.25 	62712 	52446.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,EL	16761.22 u	17520.31 	14228.61 u	20472.83 	20710.47 u	25823.67 	14076.57 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,ES	779765.04 	647995.05 	582027.45 	346539.91 b	156570.16 	198839.21 	155596.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,FI	1105981.16 	893700 	843102.38 	787542.53 	852667.36 	792640.5 	1060449.97 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,FR	2166761.61 	1539124.54 	1136804.55 	1379742.9 	1375914.39 	1222266 	1160967.06 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,HR	1027420.66 	781477.96 	1198003.55 	1131436.28 	1419395.84 	931826.5 	716419.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,HU	40359334 	38513550 	38737105.7 	38632158 	29435748 	29854556 	29824342 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,IE	426848.06 	326320.23 	349263.06 	367833.85 	274952.81 	263625.72 	215580.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,IT	613864.2 	330718.8 u	464650.94 u	534031.41 u	341797.67 bu	433264.88 	633012.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,LT	66234.84 	60578.81 	58252.18 	53761.46 	52399.41 	157528.46 	130582.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,LU	296139.57 	181275.75 	112939.89 	124480.52 	156867.14 	130314.09 	115266.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,LV	36543.12 	33758.08 u	35954.75 	37082.92 	31220.8 	49592.64 	25752.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,MT	46436.69 	45892.16 	28614.31 	30677.45 	25596.78 b	22101.25 	20856.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,NL	889206.18 	1048253.53 	477153.44 	407889.86 	501184.87 	466133.16 	480124.61 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,NO	8938135.57 	6005999.87 	8190681.83 	6673949.25 	5207654.04 	4935148.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,PL	: 	895266.56 	740703.81 	524695.23 	564936.05 b	1121647.11 	3506051.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,PT	83690.33 	59123.43 	68027.45 	57127.16 	73626.44 	22992.73 	22527.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,RO	: 	: c	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,SE	: 	: 	1877898.74 u	3572914 	2319419.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,SI	143274.29 	155126.99 	107799.47 	124450.96 	118318.67 	96130.49 	124401.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,SK	124080.21 u	258918.6 u	: u	: u	: u	: u	59359.16 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,OUT,T,UK	: 	: 	: 	: 	: 	1203764.57 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,AT	292309.39 	306928.43 	357517.26 	374944.49 	324285.04 	404848.82 	501325.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,BE	140494.37 	117480.64 b	118188.84 	101097.37 	85377.1 	76809.88 	118163.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,BG	18097.26 u	29407.79 u	13548.84 u	11192.28 u	16694.86 u	17479.21 	8284.1 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,CH	128777.37 	197792.53 u	135326.99 u	110809.6 u	163784.95 u	203369.85 u	216911.55 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,CY	24780.28 u	31345.7 u	44979.35 	16979.89 u	18120.88 u	18499.66 	28178.64 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,CZ	878692.28 	1039605.74 	1124130.44 	769326.44 	875490.3 	1238317.67 	930019.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,DE	3263407.77 	3091437.76 	2744212.11 	2480212.7 	2583424.78 	2914801.08 	3290127.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,DK	2868829.31 	2460452.78 	1952900.05 	3741670.4 	1905226.91 b	3245281.4 b	1174258.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,EE	88616.41 	48926.18 	56899.57 	37801.75 	31983.06 	27359.56 	26008.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,EL	14380.16 	11034.36 	13532 	17587.57 	14760.81 	16368.17 	12812.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,ES	666882.71 	589237.03 	496461.29 	335397.78 b	195226.91 	204717.65 	218337.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,FI	602763.39 	558835.46 	526253.32 	486184.62 	545810.03 	531851.21 	575086.3 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,FR	2312005.33 	2274474.34 	1361390.97 	1436420.31 	1507036.73 	1616372.83 	1724833.93 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,HR	535117.2 	301644.06 	336853.18 	327678.84 	551814.42 	353057.56 	275457.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,HU	13134729.55 	9854348.35 	11142612.45 	10780362.57 	7194529.86 	9440509.98 	7395887.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,IE	150849.02 	150050.63 	135481.78 	125478.32 	83888.66 	108061.14 	70782.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,IT	475371.71 	333079.32 	453264.46 	233772.55 u	233043.28 b	505923.04 	643143.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,LT	28809.57 	30292.53 	31732.9 	29245.72 	26312.56 	68240.1 	73149.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,LU	66231.13 	39315.02 	29241.75 	30405.4 	31068.75 	30680.99 	18956.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,LV	15155.77 u	15313.04 u	18085.57 u	14066.61 u	15546.85 u	16643.05 	11929.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,MT	12116.13 	7739.33 	7086.93 u	12411.84 u	7811.03 bu	4928.05 	5525.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,NL	330284.23 	295050.64 	143010.36 	169923.37 	209827.13 	202515.74 	219925.26 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,NO	6707936.38 	6304222.96 	10729688.95 	4977416.43 	5221688.06 	4644511.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,PL	: 	496078.23 	386113.99 	342993.21 	312054.17 b	941054.99 	728525.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PROF,N1-3,WORLD,F,PT	57783.43 	47433.52 	39351.66 	36338.77 	40540.78 	25143.49 	20786.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
