"TIME","GEO","UNIT","PURPOSE","DURATION","PARTNER","TRA_MODE","Value","Flag and Footnotes"
"2018","Denmark","Number","Professional, business","1 night or over","All countries of the world","Total","3,612,279",""
"2018","Denmark","Number","Professional, business","1 night or over","All countries of the world","Air","1,848,420",""
"2018","Denmark","Number","Professional, business","1 night or over","All countries of the world","Land","1,710,757",""
"2018","Denmark","Number","Professional, business","1 night or over","All countries of the world","Railways","269,311",""
"2018","Denmark","Number","Professional, business","1 night or over","All countries of the world","Bus, coach","156,057","u"
"2018","Denmark","Number","Professional, business","1 night or over","All countries of the world","Motor vehicle","1,133,180",""
"2018","Denmark","Number","Professional, business","1 night or over","All countries of the world","Waterway",":","c"
"2018","Denmark","Number","Professional, business","From 1 to 3 nights","Domestic","Total","1,717,961",""
"2018","Denmark","Number","Professional, business","From 1 to 3 nights","Domestic","Air","468,122",""
"2018","Denmark","Number","Professional, business","From 1 to 3 nights","Domestic","Land","1,206,396",""
"2018","Denmark","Number","Professional, business","From 1 to 3 nights","Domestic","Railways","225,484",""
"2018","Denmark","Number","Professional, business","From 1 to 3 nights","Domestic","Bus, coach","74,223","u"
"2018","Denmark","Number","Professional, business","From 1 to 3 nights","Domestic","Motor vehicle","822,803",""
"2018","Denmark","Number","Professional, business","From 1 to 3 nights","Domestic","Waterway",":","c"
"2018","Denmark","Number","Professional, business","From 1 to 3 nights","Outbound","Total","1,075,726",""
"2018","Denmark","Number","Professional, business","From 1 to 3 nights","Outbound","Air","929,414",""
"2018","Denmark","Number","Professional, business","From 1 to 3 nights","Outbound","Land","136,653","u"
"2018","Denmark","Number","Professional, business","From 1 to 3 nights","Outbound","Railways",":","c"
"2018","Denmark","Number","Professional, business","From 1 to 3 nights","Outbound","Bus, coach",":","c"
"2018","Denmark","Number","Professional, business","From 1 to 3 nights","Outbound","Motor vehicle",":","c"
"2018","Denmark","Number","Professional, business","From 1 to 3 nights","Outbound","Waterway",":","c"
"2018","Denmark","Number","Professional, business","From 1 to 3 nights","All countries of the world","Total","2,793,687",""
"2018","Denmark","Number","Professional, business","From 1 to 3 nights","All countries of the world","Air","1,397,536",""
"2018","Denmark","Number","Professional, business","From 1 to 3 nights","All countries of the world","Land","1,343,049",""
"2018","Denmark","Number","Professional, business","From 1 to 3 nights","All countries of the world","Railways","238,068",""
"2018","Denmark","Number","Professional, business","From 1 to 3 nights","All countries of the world","Bus, coach","94,308","u"
"2018","Denmark","Number","Professional, business","From 1 to 3 nights","All countries of the world","Motor vehicle","874,609",""
"2018","Denmark","Number","Professional, business","From 1 to 3 nights","All countries of the world","Waterway",":","c"
"2018","Denmark","Number","Professional, business","4 nights or over","Domestic","Total","424,641",""
"2018","Denmark","Number","Professional, business","4 nights or over","Domestic","Air","108,708","u"
"2018","Denmark","Number","Professional, business","4 nights or over","Domestic","Land","315,933",""
"2018","Denmark","Number","Professional, business","4 nights or over","Domestic","Railways",":","c"
"2018","Denmark","Number","Professional, business","4 nights or over","Domestic","Bus, coach",":","c"
"2018","Denmark","Number","Professional, business","4 nights or over","Domestic","Motor vehicle","231,103",""
"2018","Denmark","Number","Professional, business","4 nights or over","Domestic","Waterway",":",""
"2018","Denmark","Number","Professional, business","4 nights or over","Outbound","Total","393,950",""
"2018","Denmark","Number","Professional, business","4 nights or over","Outbound","Air","342,176",""
"2018","Denmark","Number","Professional, business","4 nights or over","Outbound","Land",":","c"
"2018","Denmark","Number","Professional, business","4 nights or over","Outbound","Railways",":",""
"2018","Denmark","Number","Professional, business","4 nights or over","Outbound","Bus, coach",":","c"
"2018","Denmark","Number","Professional, business","4 nights or over","Outbound","Motor vehicle",":","c"
"2018","Denmark","Number","Professional, business","4 nights or over","Outbound","Waterway",":",""
"2018","Denmark","Number","Professional, business","4 nights or over","All countries of the world","Total","818,592",""
"2018","Denmark","Number","Professional, business","4 nights or over","All countries of the world","Air","450,884",""
"2018","Denmark","Number","Professional, business","4 nights or over","All countries of the world","Land","367,708",""
"2018","Denmark","Number","Professional, business","4 nights or over","All countries of the world","Railways",":","c"
"2018","Denmark","Number","Professional, business","4 nights or over","All countries of the world","Bus, coach",":","c"
"2018","Denmark","Number","Professional, business","4 nights or over","All countries of the world","Motor vehicle","258,571",""
"2018","Denmark","Number","Professional, business","4 nights or over","All countries of the world","Waterway",":",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Domestic","Total","159,337,582",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Domestic","Air","4,293,086",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Domestic","Land","154,502,551",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Domestic","Railways","32,643,834",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Domestic","Bus, coach","6,472,746",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Domestic","Motor vehicle","110,393,341",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Domestic","Waterway","541,944","u"
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Outbound","Total","108,541,530",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Outbound","Air","44,845,566",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Outbound","Land","60,250,395",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Outbound","Railways","4,525,045",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Outbound","Bus, coach","6,766,847",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Outbound","Motor vehicle","46,182,125",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Outbound","Waterway","3,445,569",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","All countries of the world","Total","267,879,111",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","All countries of the world","Air","49,138,652",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","All countries of the world","Land","214,752,946",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","All countries of the world","Railways","37,168,879",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","All countries of the world","Bus, coach","13,239,594",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","All countries of the world","Motor vehicle","156,575,466",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","All countries of the world","Waterway","3,987,513",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Domestic","Total","107,049,943",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Domestic","Air","3,039,683",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Domestic","Land","103,952,257",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Domestic","Railways","22,308,006",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Domestic","Bus, coach","4,182,111",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Domestic","Motor vehicle","75,083,183",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Domestic","Waterway",":","c"
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Outbound","Total","25,238,636",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Outbound","Air","7,558,618",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Outbound","Land","17,589,352",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Outbound","Railways","2,040,254",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Outbound","Bus, coach","2,077,922",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Outbound","Motor vehicle","13,020,258",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Outbound","Waterway",":","c"
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","All countries of the world","Total","132,288,580",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","All countries of the world","Air","10,598,301",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","All countries of the world","Land","121,541,609",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","All countries of the world","Railways","24,348,260",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","All countries of the world","Bus, coach","6,260,033",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","All countries of the world","Motor vehicle","88,103,440",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","All countries of the world","Waterway",":","c"
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Domestic","Total","52,287,638",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Domestic","Air","1,253,404",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Domestic","Land","50,550,295",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Domestic","Railways","10,335,828",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Domestic","Bus, coach","2,290,635",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Domestic","Motor vehicle","35,310,158",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Domestic","Waterway","483,940","u"
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Outbound","Total","83,302,893",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Outbound","Air","37,286,948",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Outbound","Land","42,661,043",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Outbound","Railways","2,484,791",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Outbound","Bus, coach","4,688,925",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Outbound","Motor vehicle","33,161,868",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Outbound","Waterway","3,354,903",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","All countries of the world","Total","135,590,532",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","All countries of the world","Air","38,540,351",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","All countries of the world","Land","93,211,338",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","All countries of the world","Railways","12,820,619",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","All countries of the world","Bus, coach","6,979,561",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","All countries of the world","Motor vehicle","68,472,026",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","All countries of the world","Waterway","3,838,843",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Domestic","Total","128,567,763",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Domestic","Air","1,914,033",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Domestic","Land","126,123,995",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Domestic","Railways","23,720,230",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Domestic","Bus, coach","5,865,326",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Domestic","Motor vehicle","92,010,270",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Domestic","Waterway","529,735","u"
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Outbound","Total","97,140,538",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Outbound","Air","38,068,558",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Outbound","Land","55,757,936",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Outbound","Railways","4,219,767",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Outbound","Bus, coach","6,249,220",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Outbound","Motor vehicle","42,962,935",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Outbound","Waterway","3,314,045",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","All countries of the world","Total","225,708,302",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","All countries of the world","Air","39,982,591",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","All countries of the world","Land","181,881,931",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","All countries of the world","Railways","27,939,996",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","All countries of the world","Bus, coach","12,114,547",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","All countries of the world","Motor vehicle","134,973,205",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","All countries of the world","Waterway","3,843,780",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Domestic","Total","82,390,597",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Domestic","Air","941,496","u"
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Domestic","Land","81,391,098",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Domestic","Railways","15,284,256",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Domestic","Bus, coach","3,803,034",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Domestic","Motor vehicle","60,088,822",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Domestic","Waterway",":","c"
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Outbound","Total","19,057,034",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Outbound","Air","4,106,812",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Outbound","Land","14,859,556",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Outbound","Railways","1,811,641",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Outbound","Bus, coach","1,798,909","u"
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Outbound","Motor vehicle","10,981,691",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Outbound","Waterway",":","c"
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Total","101,447,632",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Air","5,048,308",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Land","96,250,654",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Railways","17,095,897",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Bus, coach","5,601,943",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Motor vehicle","71,070,513",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Waterway",":","c"
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Domestic","Total","46,177,166",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Domestic","Air","972,538","u"
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Domestic","Land","44,732,898",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Domestic","Railways","8,435,973",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Domestic","Bus, coach","2,062,293",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Domestic","Motor vehicle","31,921,448",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Domestic","Waterway","471,730","u"
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Outbound","Total","78,083,504",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Outbound","Air","33,961,746",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Outbound","Land","40,898,379",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Outbound","Railways","2,408,126",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Outbound","Bus, coach","4,450,311",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Outbound","Motor vehicle","31,981,244",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Outbound","Waterway","3,223,379",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","All countries of the world","Total","124,260,670",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","All countries of the world","Air","34,934,283",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","All countries of the world","Land","85,631,277",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","All countries of the world","Railways","10,844,099",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","All countries of the world","Bus, coach","6,512,604",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","All countries of the world","Motor vehicle","63,902,691",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","All countries of the world","Waterway","3,695,109",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Domestic","Total","30,769,818",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Domestic","Air","2,379,053",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Domestic","Land","28,378,556",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Domestic","Railways","8,923,604",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Domestic","Bus, coach","607,420","u"
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Domestic","Motor vehicle","18,383,071",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Domestic","Waterway",":","c"
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Outbound","Total","11,400,991",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Outbound","Air","6,777,008",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Outbound","Land","4,492,459",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Outbound","Railways",":","c"
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Outbound","Bus, coach",":","c"
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Outbound","Motor vehicle","3,219,190",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Outbound","Waterway",":","c"
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","All countries of the world","Total","42,170,810",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","All countries of the world","Air","9,156,061",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","All countries of the world","Land","32,871,015",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","All countries of the world","Railways","9,228,883",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","All countries of the world","Bus, coach","1,125,047","u"
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","All countries of the world","Motor vehicle","21,602,261",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","All countries of the world","Waterway",":","c"
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Domestic","Total","24,659,346",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Domestic","Air","2,098,187",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Domestic","Land","22,561,159",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Domestic","Railways","7,023,749",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Domestic","Bus, coach",":","c"
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Domestic","Motor vehicle","14,994,361",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Domestic","Waterway",":",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Outbound","Total","6,181,602",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Outbound","Air","3,451,806",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Outbound","Land","2,729,796",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Outbound","Railways",":","c"
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Outbound","Bus, coach",":","c"
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Outbound","Motor vehicle","2,038,566",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Outbound","Waterway",":",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","All countries of the world","Total","30,840,948",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","All countries of the world","Air","5,549,993",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","All countries of the world","Land","25,290,955",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","All countries of the world","Railways","7,252,363",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","All countries of the world","Bus, coach",":","c"
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","All countries of the world","Motor vehicle","17,032,927",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","All countries of the world","Waterway",":",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Domestic","Total","6,110,472",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Domestic","Air",":","c"
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Domestic","Land","5,817,397",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Domestic","Railways","1,899,855",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Domestic","Bus, coach",":","c"
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Domestic","Motor vehicle","3,388,711",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Domestic","Waterway",":","c"
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Outbound","Total","5,219,390",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Outbound","Air","3,325,202",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Outbound","Land","1,762,664",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Outbound","Railways",":","c"
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Outbound","Bus, coach",":","c"
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Outbound","Motor vehicle","1,180,624","u"
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Outbound","Waterway",":","c"
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","All countries of the world","Total","11,329,862",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","All countries of the world","Air","3,606,068",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","All countries of the world","Land","7,580,061",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","All countries of the world","Railways","1,976,520",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","All countries of the world","Bus, coach",":","c"
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","All countries of the world","Motor vehicle","4,569,335",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","All countries of the world","Waterway",":","c"
"2018","Estonia","Number","Total","1 night or over","Domestic","Total","4,399,062",""
"2018","Estonia","Number","Total","1 night or over","Domestic","Air",":","c"
"2018","Estonia","Number","Total","1 night or over","Domestic","Land","4,358,830",""
"2018","Estonia","Number","Total","1 night or over","Domestic","Railways","250,774",""
"2018","Estonia","Number","Total","1 night or over","Domestic","Bus, coach","695,603",""
"2018","Estonia","Number","Total","1 night or over","Domestic","Motor vehicle","3,385,950",""
"2018","Estonia","Number","Total","1 night or over","Domestic","Waterway","28,853","u"
"2018","Estonia","Number","Total","1 night or over","Outbound","Total","2,068,465",""
"2018","Estonia","Number","Total","1 night or over","Outbound","Air","1,038,470",""
"2018","Estonia","Number","Total","1 night or over","Outbound","Land","711,043",""
"2018","Estonia","Number","Total","1 night or over","Outbound","Railways",":","c"
"2018","Estonia","Number","Total","1 night or over","Outbound","Bus, coach","225,288",""
"2018","Estonia","Number","Total","1 night or over","Outbound","Motor vehicle","464,522",""
"2018","Estonia","Number","Total","1 night or over","Outbound","Waterway","318,952",""
"2018","Estonia","Number","Total","1 night or over","All countries of the world","Total","6,467,527",""
"2018","Estonia","Number","Total","1 night or over","All countries of the world","Air","1,049,849",""
"2018","Estonia","Number","Total","1 night or over","All countries of the world","Land","5,069,874",""
"2018","Estonia","Number","Total","1 night or over","All countries of the world","Railways","269,452",""
"2018","Estonia","Number","Total","1 night or over","All countries of the world","Bus, coach","920,890",""
"2018","Estonia","Number","Total","1 night or over","All countries of the world","Motor vehicle","3,850,472",""
"2018","Estonia","Number","Total","1 night or over","All countries of the world","Waterway","347,805",""
"2018","Estonia","Number","Total","From 1 to 3 nights","Domestic","Total","4,108,003",""
"2018","Estonia","Number","Total","From 1 to 3 nights","Domestic","Air",":","c"
"2018","Estonia","Number","Total","From 1 to 3 nights","Domestic","Land","4,077,107",""
"2018","Estonia","Number","Total","From 1 to 3 nights","Domestic","Railways","244,461",""
