unit,landcover,geo\time	2015 	2012 	2009 
KM2,LCD2,HR	1542 	: 	: 
KM2,LCD2,HR0	1542 	: 	: 
KM2,LCD2,HU	462 	490 	557 
KM2,LCD2,HU1	41 u	38 u	: 
KM2,LCD2,HU2	146 	131 	235 
KM2,LCD2,HU3	275 	320 	322 
KM2,LCD2,IE	8478 	9359 	3659 
KM2,LCD2,IE0	8478 	9359 	3659 
KM2,LCD2,IT	9561 	8611 	7513 
KM2,LCD2,ITC	972 	929 	925 
KM2,LCD2,ITF	1990 	1518 	2156 
KM2,LCD2,ITG	4878 	4421 	2885 
KM2,LCD2,ITH	902 	929 	933 
KM2,LCD2,ITI	819 	814 	615 
KM2,LCD2,LT	104 	76 	208 
KM2,LCD2,LT0	104 	76 	208 
KM2,LCD2,LU	25 u	11 u	: 
KM2,LCD2,LU0	25 u	11 u	: 
KM2,LCD2,LV	475 	517 	438 
KM2,LCD2,LV0	475 	517 	438 
KM2,LCD2,MT	28 	41 	: 
KM2,LCD2,MT0	28 	41 	: 
KM2,LCD2,NL	542 	569 	417 
KM2,LCD2,NL1	124 	127 	81 
KM2,LCD2,NL2	160 	160 	155 
KM2,LCD2,NL3	177 	191 	151 
KM2,LCD2,NL4	81 	92 	31 u
KM2,LCD2,PL	989 	836 	909 
KM2,LCD2,PL1	73 	96 	117 
KM2,LCD2,PL2	119 	111 	85 
KM2,LCD2,PL3	274 	212 	169 
KM2,LCD2,PL4	311 	186 	154 
KM2,LCD2,PL5	74 	66 	45 u
KM2,LCD2,PL6	136 	166 	340 
KM2,LCD2,PT	9474 	9524 	7418 
KM2,LCD2,PT1	9474 	9524 	7418 
KM2,LCD2,RO	1350 	1169 	: 
KM2,LCD2,RO1	675 	522 	: 
KM2,LCD2,RO2	230 	290 	: 
KM2,LCD2,RO3	38 u	62 	: 
KM2,LCD2,RO4	407 	295 	: 
KM2,LCD2,SE	15688 	13535 	24111 
KM2,LCD2,SE1	68 	101 	34 u
KM2,LCD2,SE2	400 	352 	511 
KM2,LCD2,SE3	15221 	13082 	23566 
KM2,LCD2,SI	70 	102 	145 
KM2,LCD2,SI0	70 	102 	145 
KM2,LCD2,SK	825 	490 	632 
KM2,LCD2,SK0	825 	490 	632 
KM2,LCD2,UK	44784 	41166 	28182 
KM2,LCD2,UKC	1796 	1828 	1229 
KM2,LCD2,UKD	2690 	2739 	1593 
KM2,LCD2,UKE	1897 	2029 	1383 
KM2,LCD2,UKF	193 	231 	125 
KM2,LCD2,UKG	69 u	91 	82 
KM2,LCD2,UKH	113 	100 	: 
KM2,LCD2,UKJ	246 	306 	186 
KM2,LCD2,UKK	392 	324 	398 
KM2,LCD2,UKL	2864 	2661 	2209 
KM2,LCD2,UKM	33802 	30006 	20638 
KM2,LCD2,UKN	721 	851 	337 
KM2,LCE,AT	20740 	21161 	21494 
KM2,LCE,AT1	4156 	4073 	4326 
KM2,LCE,AT11	575 	516 	606 
KM2,LCE,AT12	3514 	3494 	3613 
KM2,LCE,AT13	67 	62 	107 
KM2,LCE,AT2	6427 	6702 	6556 
KM2,LCE,AT21	2322 	2275 	2524 
KM2,LCE,AT22	4105 	4427 	4032 
KM2,LCE,AT3	10158 	10386 	10612 
KM2,LCE,AT31	2881 	3072 	3210 
KM2,LCE,AT32	2370 	2327 	2542 
KM2,LCE,AT33	3860 	3993 	3799 
KM2,LCE,AT34	1047 	994 	1061 
KM2,LCE,BE	9514 	9808 	10821 
KM2,LCE,BE1	25 u	41 u	39 u
KM2,LCE,BE10	25 u	41 u	39 u
KM2,LCE,BE2	4152 	4128 	5016 
KM2,LCE,BE21	709 	738 	1031 
KM2,LCE,BE22	583 	736 	985 
KM2,LCE,BE23	1190 	1099 	1166 
KM2,LCE,BE24	634 	579 	647 
KM2,LCE,BE25	1035 	977 	1186 
KM2,LCE,BE3	5337 	5639 	5765 
KM2,LCE,BE31	223 	249 	303 
KM2,LCE,BE32	1127 	1120 	1193 
KM2,LCE,BE33	1390 	1502 	1598 
KM2,LCE,BE34	1584 	1778 	1673 
KM2,LCE,BE35	1013 	989 	998 
KM2,LCE,BG	20815 	22949 	: 
KM2,LCE,BG3	11183 	12077 	: 
KM2,LCE,BG31	3368 	3693 	: 
KM2,LCE,BG32	1906 	2116 	: 
KM2,LCE,BG33	2029 	2332 	: 
KM2,LCE,BG34	3880 	3935 	: 
KM2,LCE,BG4	9632 	10872 	: 
KM2,LCE,BG41	4878 	5607 	: 
KM2,LCE,BG42	4753 	5266 	: 
KM2,LCE,CY	1217 	1232 	: 
KM2,LCE,CY0	1217 	1232 	: 
KM2,LCE,CY00	1217 	1232 	: 
KM2,LCE,CZ	17598 	17341 	17560 
KM2,LCE,CZ0	17598 	17341 	17560 
KM2,LCE,CZ01	86 	55 u	78 u
KM2,LCE,CZ02	1595 	1604 	1583 
KM2,LCE,CZ03	4589 	4473 	4500 
KM2,LCE,CZ04	2333 	2307 	2385 
KM2,LCE,CZ05	2947 	3016 	3205 
KM2,LCE,CZ06	2612 	2556 	2483 
KM2,LCE,CZ07	1991 	1922 	1989 
KM2,LCE,CZ08	1445 	1408 	1338 
KM2,LCE,DE	78284 	84499 	88514 
KM2,LCE,DE1	8469 	9096 	9700 
KM2,LCE,DE11	2427 	2646 	2787 
KM2,LCE,DE12	1208 	1405 	1466 
KM2,LCE,DE13	2342 	2402 	2604 
KM2,LCE,DE14	2493 	2644 	2842 
KM2,LCE,DE2	16049 	16723 	16973 
KM2,LCE,DE21	4187 	4494 	4711 
KM2,LCE,DE22	2099 	2172 	2117 
KM2,LCE,DE23	1983 	2050 	2032 
KM2,LCE,DE24	1503 	1619 	1609 
KM2,LCE,DE25	1723 	1787 	1772 
KM2,LCE,DE26	1289 	1375 	1267 
KM2,LCE,DE27	3265 	3227 	3464 
KM2,LCE,DE3	164 	184 	282 
KM2,LCE,DE30	164 	184 	282 
KM2,LCE,DE4	5522 	6390 	7296 
KM2,LCE,DE40	5522 	6390 	7296 
KM2,LCE,DE5	128 	178 	129 
KM2,LCE,DE50	128 	178 	129 
KM2,LCE,DE6	205 	224 	289 
KM2,LCE,DE60	205 	224 	289 
KM2,LCE,DE7	4500 	4749 	5440 
KM2,LCE,DE71	1394 	1488 	1782 
KM2,LCE,DE72	1544 	1591 	1650 
KM2,LCE,DE73	1562 	1670 	2008 
KM2,LCE,DE8	4653 	4938 	5119 
KM2,LCE,DE80	4653 	4938 	5119 
KM2,LCE,DE9	11281 	12167 	12358 
KM2,LCE,DE91	1180 	1418 	1272 
KM2,LCE,DE92	1408 	1653 	1694 
KM2,LCE,DE93	4084 	4137 	4224 
KM2,LCE,DE94	4608 	4958 	5168 
KM2,LCE,DEA	7752 	8352 	8712 
KM2,LCE,DEA1	1193 	1245 	1298 
KM2,LCE,DEA2	1921 	2016 	2136 
KM2,LCE,DEA3	1167 	1184 	1435 
KM2,LCE,DEA4	1464 	1621 	1688 
KM2,LCE,DEA5	2007 	2286 	2155 
KM2,LCE,DEB	4473 	5012 	5067 
KM2,LCE,DEB1	1800 	2136 	2122 
KM2,LCE,DEB2	1362 	1412 	1437 
KM2,LCE,DEB3	1311 	1463 	1508 
KM2,LCE,DEC	694 	777 	810 
KM2,LCE,DEC0	694 	777 	810 
KM2,LCE,DED	3318 	3594 	3781 
KM2,LCE,DED2	1398 	1562 	1492 
KM2,LCE,DED4	1283 	1418 	1577 
KM2,LCE,DED5	638 	614 	711 
KM2,LCE,DEE	3535 	3970 	4207 
KM2,LCE,DEE0	3535 	3970 	4207 
KM2,LCE,DEF	4636 	4743 	4864 
KM2,LCE,DEF0	4636 	4743 	4864 
KM2,LCE,DEG	2905 	3403 	3489 
KM2,LCE,DEG0	2905 	3403 	3489 
KM2,LCE,DK	7573 	9231 	10106 
KM2,LCE,DK0	7573 	9231 	10106 
KM2,LCE,DK01	576 	726 	638 
KM2,LCE,DK02	1024 	1394 	1174 
KM2,LCE,DK03	2383 	2756 	2910 
KM2,LCE,DK04	2051 	2537 	2846 
KM2,LCE,DK05	1539 	1817 	2537 
KM2,LCE,EE	7209 	8700 	9543 
KM2,LCE,EE0	7209 	8700 	9543 
KM2,LCE,EE00	7209 	8700 	9543 
KM2,LCE,EL	25610 	24312 	24463 
KM2,LCE,EL3	555 	507 	816 
KM2,LCE,EL30	555 	507 	816 
KM2,LCE,EL4	3593 	3372 	2439 
KM2,LCE,EL41	705 	626 	349 
KM2,LCE,EL42	825 	863 	531 
KM2,LCE,EL43	2064 	1882 	1558 
KM2,LCE,EL5	10009 	9274 	9527 
KM2,LCE,EL51	2139 	1997 	2027 
KM2,LCE,EL52	3634 	3109 	3428 
KM2,LCE,EL53	2532 	2442 	2233 
KM2,LCE,EL54	1703 	1727 	1840 
KM2,LCE,EL6	11452 	11160 	11682 
KM2,LCE,EL61	2759 	2680 	3014 
KM2,LCE,EL62	352 	462 	179 
KM2,LCE,EL63	2404 	2291 	2253 
KM2,LCE,EL64	2692 	2479 	2605 
KM2,LCE,EL65	3245 	3247 	3630 
KM2,LCE,ES	94661 	99040 	97120 
KM2,LCE,ES1	11270 	12008 	12100 
KM2,LCE,ES11	5579 	6073 	6682 
KM2,LCE,ES12	3511 	3703 	3224 
KM2,LCE,ES13	2180 	2232 	2194 
KM2,LCE,ES2	9839 	10780 	11712 
KM2,LCE,ES21	1378 	1625 	1966 
KM2,LCE,ES22	1607 	1852 	1722 
KM2,LCE,ES23	558 	718 	628 
KM2,LCE,ES24	6296 	6585 	7397 
KM2,LCE,ES3	1999 	1959 	2031 
KM2,LCE,ES30	1999 	1959 	2031 
KM2,LCE,ES4	45024 	46960 	47859 
KM2,LCE,ES41	18210 	19803 	19719 
KM2,LCE,ES42	11371 	12662 	11772 
KM2,LCE,ES43	15442 	14495 	16367 
KM2,LCE,ES5	8518 	8320 	7386 
KM2,LCE,ES51	4312 	4114 	4221 
KM2,LCE,ES52	3260 	3273 	3121 
KM2,LCE,ES53	946 	932 	44 u
KM2,LCE,ES6	18011 	19012 	16032 
KM2,LCE,ES61	16376 	17304 	14554 
KM2,LCE,ES62	1635 	1709 	1478 
KM2,LCE,EU27	895664 	932779 	: 
KM2,LCE,EU28	906461 	: 	: 
KM2,LCE,EU_V	809022 	841601 	880547 
KM2,LCE,FI	14710 	14777 	11931 
KM2,LCE,FI1	14613 	14744 	11899 
KM2,LCE,FI19	3018 	3143 	3064 
KM2,LCE,FI1B	1091 	927 	822 
KM2,LCE,FI1C	2550 	2137 	1953 
KM2,LCE,FI1D	7955 	8538 	6060 
KM2,LCE,FI2	97 	33 u	32 u
KM2,LCE,FI20	97 	33 u	32 u
KM2,LCE,FR	146778 	153166 	154932 
KM2,LCE,FR1	1639 	1605 	1757 
KM2,LCE,FR10	1639 	1605 	1757 
KM2,LCE,FR2	35476 	36801 	37551 
KM2,LCE,FR21	4386 	4583 	4720 
KM2,LCE,FR22	2634 	2805 	2841 
KM2,LCE,FR23	3159 	3386 	3178 
KM2,LCE,FR24	7619 	7940 	7995 
KM2,LCE,FR25	7755 	7977 	8481 
KM2,LCE,FR26	9922 	10111 	10336 
KM2,LCE,FR3	2901 	3046 	3095 
KM2,LCE,FR30	2901 	3046 	3095 
KM2,LCE,FR4	13053 	13223 	13481 
KM2,LCE,FR41	5996 	6295 	6207 
KM2,LCE,FR42	1751 	1685 	1842 
KM2,LCE,FR43	5306 	5242 	5432 
KM2,LCE,FR5	25044 	27833 	27624 
KM2,LCE,FR51	10759 	12364 	12604 
KM2,LCE,FR52	8116 	8853 	9315 
KM2,LCE,FR53	6169 	6616 	5705 
KM2,LCE,FR6	32187 	33308 	34067 
KM2,LCE,FR61	10632 	10676 	11071 
KM2,LCE,FR62	13771 	14794 	15286 
KM2,LCE,FR63	7784 	7837 	7711 
KM2,LCE,FR7	25529 	25870 	25795 
KM2,LCE,FR71	13381 	13442 	12998 
KM2,LCE,FR72	12149 	12428 	12797 
KM2,LCE,FR8	10947 	11480 	11564 
KM2,LCE,FR81	5152 	5431 	5209 
KM2,LCE,FR82	5250 	5353 	4985 
KM2,LCE,FR83	545 	696 	1370 
KM2,LCE,HR	10797 	: 	: 
KM2,LCE,HR0	10797 	: 	: 
KM2,LCE,HR03	4479 	: 	: 
KM2,LCE,HR04	6317 	: 	: 
KM2,LCE,HU	18486 	19657 	21081 
KM2,LCE,HU1	1266 	1434 	1513 
KM2,LCE,HU10	1266 	1434 	1513 
KM2,LCE,HU2	5592 	6108 	6826 
KM2,LCE,HU21	1968 	2193 	2373 
KM2,LCE,HU22	1728 	1818 	2070 
KM2,LCE,HU23	1897 	2096 	2383 
KM2,LCE,HU3	11628 	12114 	12742 
KM2,LCE,HU31	3360 	3469 	3916 
KM2,LCE,HU32	4199 	4468 	4368 
KM2,LCE,HU33	4069 	4177 	4458 
KM2,LCE,IE	39344 	38669 	45777 
KM2,LCE,IE0	39344 	38669 	45777 
KM2,LCE,IE01	16702 	16307 	20917 
KM2,LCE,IE02	22643 	22362 	24860 
KM2,LCE,IT	65290 	62000 	65938 
KM2,LCE,ITC	11399 	11418 	12001 
KM2,LCE,ITC1	5457 	5347 	5486 
KM2,LCE,ITC2	1061 	1308 	1064 
KM2,LCE,ITC3	515 	555 	623 
KM2,LCE,ITC4	4366 	4208 	4829 
KM2,LCE,ITF	16596 	14565 	15461 
KM2,LCE,ITF1	2846 	2796 	3141 
KM2,LCE,ITF2	829 	501 	656 
KM2,LCE,ITF3	2439 	2090 	2367 
KM2,LCE,ITF4	4474 	3928 	4313 
KM2,LCE,ITF5	2518 	2012 	1920 
KM2,LCE,ITF6	3489 	3239 	3063 
KM2,LCE,ITG	14155 	14473 	14026 
KM2,LCE,ITG1	8042 	8165 	7329 
KM2,LCE,ITG2	6113 	6308 	6697 
KM2,LCE,ITH	11844 	10665 	12088 
KM2,LCE,ITH1	2111 	1907 	2211 
KM2,LCE,ITH2	1205 	1192 	1207 
KM2,LCE,ITH3	3462 	3281 	3590 
KM2,LCE,ITH4	1166 	1169 	1191 
KM2,LCE,ITH5	3901 	3115 	3889 
KM2,LCE,ITI	11297 	10879 	12362 
KM2,LCE,ITI1	3674 	3467 	4340 
KM2,LCE,ITI2	1600 	1265 	1767 
KM2,LCE,ITI3	1582 	1380 	1771 
KM2,LCE,ITI4	4441 	4768 	4484 
KM2,LCE,LT	16166 	19193 	21449 
KM2,LCE,LT0	16166 	19193 	21449 
KM2,LCE,LT00	16166 	19193 	21449 
KM2,LCE,LU	750 	880 	957 
KM2,LCE,LU0	750 	880 	957 
KM2,LCE,LU00	750 	880 	957 
KM2,LCE,LV	14535 	15774 	17838 
KM2,LCE,LV0	14535 	15774 	17838 
KM2,LCE,LV00	14535 	15774 	17838 
KM2,LCE,MT	74 	53 	: 
KM2,LCE,MT0	74 	53 	: 
KM2,LCE,MT00	74 	53 	: 
KM2,LCE,NL	13561 	13915 	14841 
KM2,LCE,NL1	4101 	3988 	4148 
KM2,LCE,NL11	787 	792 	820 
KM2,LCE,NL12	2371 	2267 	2391 
KM2,LCE,NL13	943 	929 	937 
KM2,LCE,NL2	4026 	4084 	4437 
KM2,LCE,NL21	1672 	1742 	1815 
KM2,LCE,NL22	2095 	2128 	2319 
KM2,LCE,NL23	259 	214 	303 
KM2,LCE,NL3	3296 	3578 	3999 
KM2,LCE,NL31	843 	866 	856 
KM2,LCE,NL32	960 	1116 	1270 
KM2,LCE,NL33	1218 	1212 	1383 
KM2,LCE,NL34	275 	385 	490 
KM2,LCE,NL4	2137 	2264 	2257 
KM2,LCE,NL41	1470 	1696 	1639 
KM2,LCE,NL42	667 	568 	618 
KM2,LCE,PL	70470 	77666 	80788 
KM2,LCE,PL1	13998 	15551 	15942 
KM2,LCE,PL11	4111 	4581 	4742 
KM2,LCE,PL12	9887 	10970 	11200 
KM2,LCE,PL2	8141 	8719 	9273 
KM2,LCE,PL21	4846 	5251 	5752 
KM2,LCE,PL22	3295 	3468 	3521 
KM2,LCE,PL3	19488 	21166 	21917 
KM2,LCE,PL31	5401 	5730 	5724 
KM2,LCE,PL32	5189 	5858 	6056 
KM2,LCE,PL33	2953 	3211 	3308 
KM2,LCE,PL34	5946 	6367 	6830 
KM2,LCE,PL4	11835 	12917 	13607 
KM2,LCE,PL41	4765 	5044 	5021 
KM2,LCE,PL42	4629 	5069 	5619 
KM2,LCE,PL43	2440 	2804 	2967 
KM2,LCE,PL5	4785 	5383 	5689 
KM2,LCE,PL51	3661 	4070 	4356 
KM2,LCE,PL52	1123 	1313 	1334 
KM2,LCE,PL6	12224 	13929 	14359 
KM2,LCE,PL61	2520 	3009 	3158 
KM2,LCE,PL62	6386 	6939 	7089 
KM2,LCE,PL63	3318 	3981 	4112 
KM2,LCE,PT	20941 	21678 	22064 
KM2,LCE,PT1	20941 	21678 	22064 
KM2,LCE,PT11	3604 	3868 	3766 
KM2,LCE,PT15	746 	932 	1067 
KM2,LCE,PT16	4854 	4407 	3948 
KM2,LCE,PT17	649 	733 	609 
KM2,LCE,PT18	11089 	11738 	12674 
KM2,LCE,RO	64537 	66944 	: 
KM2,LCE,RO1	24742 	26771 	: 
KM2,LCE,RO11	12290 	13573 	: 
KM2,LCE,RO12	12453 	13198 	: 
KM2,LCE,RO2	16612 	17383 	: 
KM2,LCE,RO21	9769 	10540 	: 
KM2,LCE,RO22	6843 	6843 	: 
KM2,LCE,RO3	6808 	7054 	: 
KM2,LCE,RO31	6412 	6610 	: 
KM2,LCE,RO32	395 	444 	: 
KM2,LCE,RO4	16375 	15737 	: 
KM2,LCE,RO41	7969 	7495 	: 
KM2,LCE,RO42	8406 	8242 	: 
KM2,LCE,SE	24297 	26216 	23809 
KM2,LCE,SE1	5286 	5299 	5196 
KM2,LCE,SE11	829 	963 	806 
KM2,LCE,SE12	4457 	4336 	4390 
KM2,LCE,SE2	11026 	10812 	10976 
KM2,LCE,SE21	4014 	4118 	4013 
KM2,LCE,SE22	2829 	2546 	2805 
KM2,LCE,SE23	4182 	4148 	4159 
KM2,LCE,SE3	7986 	10104 	7637 
KM2,LCE,SE31	2797 	3083 	2936 
KM2,LCE,SE32	2548 	3168 	2011 
KM2,LCE,SE33	2641 	3853 	2691 
KM2,LCE,SI	4391 	4641 	4473 
KM2,LCE,SI0	4391 	4641 	4473 
KM2,LCE,SI03	2814 	2999 	2951 
KM2,LCE,SI04	1577 	1642 	1522 
KM2,LCE,SK	9555 	10317 	10212 
KM2,LCE,SK0	9555 	10317 	10212 
KM2,LCE,SK01	339 	359 	361 
KM2,LCE,SK02	1805 	1888 	1973 
KM2,LCE,SK03	3885 	4151 	3939 
KM2,LCE,SK04	3527 	3919 	3939 
KM2,LCE,UK	88556 	88961 	104834 
KM2,LCE,UKC	3374 	3459 	3693 
KM2,LCE,UKC1	1208 	1105 	1224 
KM2,LCE,UKC2	2166 	2354 	2469 
KM2,LCE,UKD	6895 	6312 	7615 
KM2,LCE,UKD1	3193 	2904 	3533 
KM2,LCE,UKD3	560 	502 	579 
KM2,LCE,UKD4	1723 	1608 	1761 
KM2,LCE,UKD6	1181 	1067 	1434 
KM2,LCE,UKD7	239 	230 	309 
KM2,LCE,UKE	4863 	4731 	4815 
KM2,LCE,UKE1	686 	705 	481 
KM2,LCE,UKE2	2914 	2789 	2750 
KM2,LCE,UKE3	506 	512 	544 
KM2,LCE,UKE4	757 	724 	1039 
KM2,LCE,UKF	5186 	4974 	5205 
KM2,LCE,UKF1	2098 	2051 	2305 
KM2,LCE,UKF2	1950 	1796 	1897 
KM2,LCE,UKF3	1139 	1127 	1003 
KM2,LCE,UKG	6050 	6075 	6128 
KM2,LCE,UKG1	2573 	2649 	2579 
KM2,LCE,UKG2	2993 	2973 	3053 
KM2,LCE,UKG3	484 	453 	495 
KM2,LCE,UKH	4361 	3725 	4830 
KM2,LCE,UKH1	2662 	2337 	2835 
KM2,LCE,UKH2	797 	719 	982 
KM2,LCE,UKH3	903 	669 	1014 
KM2,LCE,UKI	354 	317 	458 
KM2,LCE,UKI3	9 u	8 u	: 
KM2,LCE,UKI4	45 u	15 u	30 u
KM2,LCE,UKI5	79 	85 u	92 
KM2,LCE,UKI6	98 	85 u	114 
KM2,LCE,UKI7	124 	124 	221 
KM2,LCE,UKJ	7246 	7182 	7608 
KM2,LCE,UKJ1	2093 	2082 	2359 
KM2,LCE,UKJ2	2559 	2553 	2382 
KM2,LCE,UKJ3	1384 	1347 	1515 
KM2,LCE,UKJ4	1209 	1199 	1352 
KM2,LCE,UKK	11892 	12664 	13207 
KM2,LCE,UKK1	3110 	3231 	3433 
KM2,LCE,UKK2	3054 	3381 	3596 
KM2,LCE,UKK3	1958 	2011 	1990 
KM2,LCE,UKK4	3771 	4041 	4188 
KM2,LCE,UKL	11106 	11556 	11991 
KM2,LCE,UKL1	6755 	7039 	7326 
KM2,LCE,UKL2	4351 	4517 	4665 
KM2,LCE,UKM	17809 	18564 	29854 
KM2,LCE,UKM2	4556 	4615 	6591 
KM2,LCE,UKM3	5970 	5989 	7509 
KM2,LCE,UKM5	1547 	1354 	2176 
KM2,LCE,UKM6	5735 	6606 	13577 
KM2,LCE,UKN	9419 	9403 	9431 
KM2,LCE,UKN0	9419 	9403 	9431 
KM2,LCE1,AT	1966 	2584 	2688 
KM2,LCE1,AT1	475 	723 	891 
KM2,LCE1,AT2	790 	1025 	915 
KM2,LCE1,AT3	701 	835 	882 
KM2,LCE1,BE	1328 	1412 	1838 
KM2,LCE1,BE1	18 u	26 u	39 u
KM2,LCE1,BE2	505 	596 	976 
KM2,LCE1,BE3	805 	790 	822 
KM2,LCE1,BG	8372 	12008 	: 
KM2,LCE1,BG3	3933 	5975 	: 
KM2,LCE1,BG4	4439 	6033 	: 
KM2,LCE1,CY	238 	407 	: 
KM2,LCE1,CY0	238 	407 	: 
KM2,LCE1,CZ	1946 	2982 	3476 
KM2,LCE1,CZ0	1946 	2982 	3476 
KM2,LCE1,DE	5810 	11468 	13721 
KM2,LCE1,DE1	462 	1585 	1918 
KM2,LCE1,DE2	861 	1795 	2047 
KM2,LCE1,DE3	36 u	54 	148 
KM2,LCE1,DE4	720 	907 	1589 
KM2,LCE1,DE5	15 u	44 u	32 u
KM2,LCE1,DE6	11 u	51 	25 u
KM2,LCE1,DE7	312 	453 	708 
KM2,LCE1,DE8	420 	494 	530 
KM2,LCE1,DE9	617 	1095 	1303 
KM2,LCE1,DEA	545 	1181 	1301 
KM2,LCE1,DEB	322 	1273 	1389 
KM2,LCE1,DEC	39 u	188 	233 
KM2,LCE1,DED	392 	602 	705 
KM2,LCE1,DEE	581 	771 	854 
KM2,LCE1,DEF	227 	219 	174 
KM2,LCE1,DEG	252 	756 	765 
KM2,LCE1,DK	683 	816 	969 
KM2,LCE1,DK0	683 	816 	969 
KM2,LCE1,EE	1154 	1747 	1759 
KM2,LCE1,EE0	1154 	1747 	1759 
KM2,LCE1,EL	5911 	10434 	12527 
KM2,LCE1,EL3	56 	214 	394 
KM2,LCE1,EL4	624 	1297 	1157 
KM2,LCE1,EL5	2480 	3800 	4002 
KM2,LCE1,EL6	2751 	5123 	6974 
KM2,LCE1,ES	14017 	39262 	39930 
KM2,LCE1,ES1	1560 	2039 	2481 
KM2,LCE1,ES2	1243 	3125 	3385 
KM2,LCE1,ES3	667 	1120 	1068 
KM2,LCE1,ES4	7751 	18798 	21510 
KM2,LCE1,ES5	1248 	4287 	3475 
KM2,LCE1,ES6	1548 	9892 	8011 
KM2,LCE1,EU27	130271 	209601 	: 
KM2,LCE1,EU28	133080 	: 	: 
KM2,LCE1,EU_V	107026 	178441 	183763 
KM2,LCE1,FI	4693 	5278 	3424 
KM2,LCE1,FI1	4679 	5271 	3391 
KM2,LCE1,FI2	15 u	7 u	32 u
KM2,LCE1,FR	21384 	26387 	29429 
KM2,LCE1,FR1	602 	532 	760 
KM2,LCE1,FR2	4292 	4987 	5849 
KM2,LCE1,FR3	532 	765 	845 
KM2,LCE1,FR4	1916 	2650 	2488 
KM2,LCE1,FR5	2931 	3719 	3776 
KM2,LCE1,FR6	4531 	5696 	6575 
KM2,LCE1,FR7	3970 	4535 	4832 
KM2,LCE1,FR8	2609 	3503 	4303 
KM2,LCE1,HR	2809 	: 	: 
KM2,LCE1,HR0	2809 	: 	: 
KM2,LCE1,HU	2746 	4549 	5942 
KM2,LCE1,HU1	272 	478 	711 
KM2,LCE1,HU2	1001 	1926 	2212 
KM2,LCE1,HU3	1473 	2145 	3019 
KM2,LCE1,IE	1912 	1964 	1916 
KM2,LCE1,IE0	1912 	1964 	1916 
KM2,LCE1,IT	10030 	19016 	20142 
KM2,LCE1,ITC	1793 	3102 	3180 
KM2,LCE1,ITF	2280 	4035 	4054 
KM2,LCE1,ITG	2980 	4201 	3710 
KM2,LCE1,ITH	1654 	3805 	4079 
KM2,LCE1,ITI	1323 	3873 	5118 
KM2,LCE1,LT	1526 	3041 	2680 
KM2,LCE1,LT0	1526 	3041 	2680 
KM2,LCE1,LU	130 	98 	132 
KM2,LCE1,LU0	130 	98 	132 
KM2,LCE1,LV	2058 	2558 	3442 
KM2,LCE1,LV0	2058 	2558 	3442 
KM2,LCE1,MT	4 u	12 u	: 
KM2,LCE1,MT0	4 u	12 u	: 
KM2,LCE1,NL	361 	709 	814 
KM2,LCE1,NL1	92 	73 	85 
KM2,LCE1,NL2	132 	223 	197 
KM2,LCE1,NL3	66 	177 	252 
KM2,LCE1,NL4	72 	235 	280 
KM2,LCE1,PL	10351 	15050 	15689 
KM2,LCE1,PL1	1946 	3098 	2980 
KM2,LCE1,PL2	1370 	1640 	1649 
KM2,LCE1,PL3	2354 	3523 	3744 
KM2,LCE1,PL4	1850 	2668 	2990 
KM2,LCE1,PL5	1211 	1163 	1284 
KM2,LCE1,PL6	1619 	2958 	3042 
KM2,LCE1,PT	3394 	8527 	3221 
KM2,LCE1,PT1	3394 	8527 	3221 
KM2,LCE1,RO	14631 	18733 	: 
KM2,LCE1,RO1	6225 	8350 	: 
KM2,LCE1,RO2	3411 	4291 	: 
KM2,LCE1,RO3	1262 	1636 	: 
KM2,LCE1,RO4	3733 	4456 	: 
KM2,LCE1,SE	6747 	9449 	8110 
KM2,LCE1,SE1	1373 	1585 	1266 
KM2,LCE1,SE2	2879 	3391 	3742 
KM2,LCE1,SE3	2495 	4473 	3102 
KM2,LCE1,SI	1073 	1485 	1511 
KM2,LCE1,SI0	1073 	1485 	1511 
KM2,LCE1,SK	1025 	1938 	1902 
KM2,LCE1,SK0	1025 	1938 	1902 
KM2,LCE1,UK	6782 	7688 	8503 
KM2,LCE1,UKC	212 	175 	124 
KM2,LCE1,UKD	715 	701 	901 
KM2,LCE1,UKE	397 	362 	470 
KM2,LCE1,UKF	385 	524 	841 
KM2,LCE1,UKG	530 	551 	669 
KM2,LCE1,UKH	787 	787 	1030 
KM2,LCE1,UKI	115 	61 u	115 
KM2,LCE1,UKJ	882 	1062 	1020 
KM2,LCE1,UKK	729 	1062 	1061 
KM2,LCE1,UKL	512 	584 	383 
KM2,LCE1,UKM	1027 	1178 	1418 
KM2,LCE1,UKN	491 	641 	470 
KM2,LCE2,AT	17629 	17547 	18217 
KM2,LCE2,AT1	3230 	2971 	3192 
KM2,LCE2,AT2	5203 	5292 	5413 
KM2,LCE2,AT3	9196 	9285 	9612 
KM2,LCE2,BE	7344 	7492 	8455 
KM2,LCE2,BE1	7 u	16 u	: 
KM2,LCE2,BE2	3243 	3149 	3897 
KM2,LCE2,BE3	4093 	4327 	4558 
KM2,LCE2,BG	8111 	8766 	: 
KM2,LCE2,BG3	4238 	4834 	: 
KM2,LCE2,BG4	3873 	3933 	: 
KM2,LCE2,CY	475 	346 	: 
KM2,LCE2,CY0	475 	346 	: 
KM2,LCE2,CZ	13933 	13141 	12917 
KM2,LCE2,CZ0	13933 	13141 	12917 
