unit,indic_il,deg_urb,sex,age,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 
EUR,MED_E,DEG1,F,Y_GE60,SE	22618 	22362 	21120 	21318 	22957 	21736 	20380 b	19792 	17277 	18930 	18854 b	17341 	17152 	16073 	15261 	: 
EUR,MED_E,DEG1,F,Y_GE60,SI	12557 	12389 	12326 	11999 	11751 	10989 	11569 b	11489 	11223 	11574 	10529 	9856 	8728 	8522 	: 	: 
EUR,MED_E,DEG1,F,Y_GE60,SK	7275 	7020 	6998 	7017 	6708 	6512 	6337 b	6129 	5727 	5196 	4213 	3628 	3140 	2636 	: 	: 
EUR,MED_E,DEG1,F,Y_GE60,UK	18341 p	18353 b	18932 	18606 	18634 	16813 	17604 b	14638 	14235 	13800 	15018 	16837 	15465 	14627 	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,AT	24872 	25270 	24184 	23785 	23795 	22032 	21138 b	20783 	20308 	19030 	17688 b	18844 	18080 	19080 	17208 	16259 
EUR,MED_E,DEG1,F,Y_GE65,BE	18860 	18865 	17801 	18242 	17585 	16950 	15406 b	15375 	15293 	15360 	13877 	13455 	12973 	12580 	12418 	12104 
EUR,MED_E,DEG1,F,Y_GE65,BG	3079 	2912 	2815 b	2695 	3343 	2653 	2367 b	2631 	2773 	2113 	1722 	1216 	1181 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,CH	36263 	36137 	36726 	33969 	31847 b	32852 	31777 b	27538 	25594 	22410 	22044 	24259 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,CY	12926 	11944 	11396 	11530 	10967 	12837 	12159 b	11638 	11110 	10477 	9822 b	9531 	8942 	8002 	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,CZ	7036 	6699 	6540 	6319 	6765 	6935 	6817 b	6334 	5967 	6011 	4894 	4537 	4020 	3504 	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,DE	19063 	18918 	18257 	18262 	17940 	17643 	17470 b	17735 	17218 	16520 	16486 	15641 	14832 	15761 	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,DK	25423 	25067 	23998 	23408 	23169 	21460 	21603 b	21490 b	20182 	19580 	18708 	18708 	17750 	17432 	16449 	16053 
EUR,MED_E,DEG1,F,Y_GE65,EA	18034 	17921 e	17686 e	17231 e	17361 e	16984 e	16811 e	16591 e	16393 e	15792 e	15523 e	: 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,EA18	18173 	18055 	17831 	17380 	17361 	16878 	16696 	16489 	16233 	15635 	15286 	13880 	13353 	13466 	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,EA19	18034 	17921 	17686 	17231 	17218 	16743 	16565 	16375 	16127 	15535 	15181 	13794 	13259 	13370 	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,EE	6374 	6115 	5681 	5291 	4724 b	4780 	4670 b	4474 	4319 	4167 	3562 	3012 	2690 	2291 	1875 	: 
EUR,MED_E,DEG1,F,Y_GE65,EL	8533 	8565 	8333 	8375 	8280 	8760 	10160 b	9673 	11400 	10827 	10522 	9840 	8960 	8405 	8181 	8150 
EUR,MED_E,DEG1,F,Y_GE65,ES	14890 	14571 	14442 	14070 	14467 	14342 	14456 b	13804 	13999 	14029 	12841 b	10200 	9200 	9022 	9100 	: 
EUR,MED_E,DEG1,F,Y_GE65,EU	16217 	16154 e	15981 e	15591 e	15713 e	15038 e	14980 e	14499 e	14202 e	13767 e	13643 e	: 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,EU27	16284 	16220 	16044 	15651 	15770 	15092 	15042 	14560 	14257 	13767 	13643 	12911 	12283 e	12047 e	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,EU28	16217 	16154 	15981 	15591 	15713 	15038 	14980 	14499 	14202 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,FI	21952 	21969 	21004 	20150 	19727 	18835 	18935 b	18867 	18138 	16976 	15687 	14893 	14174 	13663 	13434 	: 
EUR,MED_E,DEG1,F,Y_GE65,FR	23515 	23771 	23679 	22708 	23389 	22395 	21930 b	21180 	20143 	19082 	19121 b	16051 	15477 	15839 	14866 	: 
EUR,MED_E,DEG1,F,Y_GE65,HR	6270 	5894 	5585 	5501 	5529 	5462 	5511 b	5268 	5250 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,HU	5493 	5394 	5389 	5262 	5165 	4984 	4998 b	4865 	4821 	5221 	4832 	4099 	3968 	3795 	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,IE	21704 p	21360 	21381 	23496 	21613 	22329 	18966 b	18648 	19665 	19084 	18860 	17021 	14942 	14268 	12759 	11880 
EUR,MED_E,DEG1,F,Y_GE65,IS	: 	: 	26577 	22512 	20166 	18527 	17084 b	17353 	16740 	19840 	26889 	23717 	23389 	18463 	17303 	: 
EUR,MED_E,DEG1,F,Y_GE65,IT	17544 	17412 	17447 	16442 b	16001 	15552 	15758 	15263 	15227 	14435 	14477 	13669 	13634 	12939 	12506 	: 
EUR,MED_E,DEG1,F,Y_GE65,LT	4999 	4641 	4456 	4152 	4068 	4215 	3680 b	3579 	3895 	3985 	3333 	2572 	2090 	1833 	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,LU	50750 	41497 	35760 b	38009 	38452 	34723 	36464 b	32855 	33733 	30719 	29333 	28841 	28801 	27454 	26293 	24977 
EUR,MED_E,DEG1,F,Y_GE65,LV	4661 	4472 	4457 	3964 	3811 	3770 	3682 b	3758 	3808 	3430 	2780 	2399 	1900 	1688 	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,MK	: 	2713 	2716 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,MT	10876 	10861 	10289 	10418 	10098 	9798 	9393 b	8987 	8657 	8245 	7552 	7457 	7442 	6456 	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,NL	19981 	19407 	18910 b	18978 	18865 	18750 	18667 b	18051 	17754 	17725 	16801 	15767 	15327 	15350 	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,NO	35789 	34510 	36096 	39919 	: 	39165 	37478 b	31576 	29040 	29260 	26898 	24012 	23247 	20649 	20988 	: 
EUR,MED_E,DEG1,F,Y_GE65,PL	6453 	5988 	6058 	5837 	5663 	5592 	5282 b	5127 	4437 	5112 	4398 	4004 	3572 	2916 	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,PT	9538 	9075 	9043 	8640 	8540 	8811 	8932 b	8403 	8285 	8316 	7810 	7131 	7090 	6863 	6407 	: 
EUR,MED_E,DEG1,F,Y_GE65,RO	3727 	3318 	2972 	2736 	2670 	2459 	2696 b	2684 	2581 	2689 	2341 	1735 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,RS	3165 	2924 	2952 	3001 	3041 	2921 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,SE	20753 	20741 	19088 	20066 	22073 	20031 	19169 b	17870 	16181 	17397 	16831 b	15829 	16019 	14306 	14449 	: 
EUR,MED_E,DEG1,F,Y_GE65,SI	12872 	12436 	12348 	11744 	11522 	10714 	10984 b	10946 	10524 	10895 	10058 	9521 	8586 	8297 	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,SK	6872 	6645 	6807 	6888 	6594 	6221 	5976 b	5782 	5512 	4914 	4150 	3456 	2955 	2401 	: 	: 
EUR,MED_E,DEG1,F,Y_GE65,UK	17880 p	17982 b	18125 	17866 	17936 	15807 	16768 b	13995 	13674 	13146 	14374 	16106 	14758 	14120 	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,AT	24341 	24609 	24009 	23699 	22410 	20938 	20636 b	22057 	20139 	18882 	17324 b	18461 	17452 	17473 	17595 	15681 
EUR,MED_E,DEG1,F,Y_GE75,BE	18010 	17894 	17180 	16990 	16367 	16636 	14937 b	15258 	14735 	14676 	13401 	12766 	12360 	11659 	12045 	11980 
EUR,MED_E,DEG1,F,Y_GE75,BG	2709 	2380 	2443 b	2328 	2981 	2538 	2278 b	2444 	2650 	1973 	1539 	1138 	1086 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,CH	36263 	34590 	35118 	29397 	28185 b	30291 	28165 b	24570 	22625 	21421 	21043 	22487 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,CY	11085 	10511 	10161 	10250 	9699 	11229 	10751 b	10687 	9931 	9366 	8901 b	8426 	7952 	7429 	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,CZ	6575 	6492 	6166 	6044 	6283 	6536 	6399 b	6099 	5746 	5772 	4745 	4364 	3823 	3459 	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,DE	19920 	19045 	18692 	18361 	18105 	17421 	17691 b	18190 	17597 	16762 	16423 	15242 	14570 	15216 	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,DK	24367 	23222 	22001 	22158 	21269 	20845 	21036 b	21289 b	19660 	19095 	17979 	18259 	17210 	16611 	15699 	15403 
EUR,MED_E,DEG1,F,Y_GE75,EA	17534 e	17259 e	17063 e	16572 e	16545 e	16297 e	16315 e	16308 e	15917 e	15306 e	14924 e	: 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,EA18	17689 e	17398 e	17209 e	16725 e	16545 e	16193 e	16205 e	16207 	15752 	15140 	14688 	13220 	12890 	12947 	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,EA19	17534 e	17259 e	17063 e	16572 e	16407 e	16075 e	16088 e	16100 	15648 	15034 	14581 	13139 	12809 	12865 	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,EE	5873 	5298 	5064 	4903 	4541 b	4492 	4377 b	4226 	4076 	3826 	3189 	2767 	2506 	2164 	1748 	: 
EUR,MED_E,DEG1,F,Y_GE75,EL	8270 	8228 	7941 	7950 	7950 	8420 	9890 b	8960 	11038 	11080 	10267 	9660 	8689 	8234 	7800 	8150 
EUR,MED_E,DEG1,F,Y_GE75,ES	13670 	13442 	13276 	13194 	13264 	13088 	13434 b	12699 	13465 	13197 	11966 b	9800 	8586 	8401 	8588 	: 
EUR,MED_E,DEG1,F,Y_GE75,EU	15738 e	15610 e	15356 e	14961 e	14959 e	14462 e	14622 e	14238 e	13711 e	13228 e	13140 e	: 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,EU27	15800 e	15668 e	15410 e	15017 e	15013 e	14516 e	14687 e	14298 	13764 	13228 	13140 	12433 	11871 e	11625 e	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,EU28	15738 e	15610 e	15356 e	14961 e	14959 e	14462 e	14622 e	14238 	13711 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,FI	19655 	18567 	18730 	17434 	17476 	16974 	17348 b	16408 	16212 	15217 	13709 	13265 	13737 	12934 	12214 	: 
EUR,MED_E,DEG1,F,Y_GE75,FR	22537 	22982 	22816 	21585 	21418 	21059 	20932 b	20805 	19470 	18521 	18287 b	15914 	15484 	16211 	14763 	: 
EUR,MED_E,DEG1,F,Y_GE75,HR	5952 	5655 	5516 	5501 	4750 	4786 	5001 b	4939 	4968 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,HU	5428 	5274 	5301 	5068 	5031 	4763 	4729 b	4792 	4711 	5118 	4796 	4030 	3870 	3685 	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,IE	19040 p	19294 	18279 	20995 	20465 	21609 	16412 b	16822 	18100 	18494 	17199 	15601 	14575 	13899 	11738 	11446 
EUR,MED_E,DEG1,F,Y_GE75,IS	: 	: 	23890 	20253 	17407 	17373 	15804 b	15375 	14649 	18638 	25077 	21192 	21547 	17642 	15602 	: 
EUR,MED_E,DEG1,F,Y_GE75,IT	16963 	16198 	16196 	15582 b	15512 	15168 	15232 	14895 	14621 	13927 	14090 	13145 	13219 	12747 	12267 	: 
EUR,MED_E,DEG1,F,Y_GE75,LT	4301 	4141 	4169 	3870 	3942 	3956 	3571 b	3529 	3602 	3522 	3026 	2479 	2079 	1651 	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,LU	50750 u	39510 u	39691 bu	36872 u	36868 u	32740 u	38483 bu	33177 	33957 	31627 	28995 	29459 	30953 	27911 	26063 	25815 
EUR,MED_E,DEG1,F,Y_GE75,LV	4073 	4026 	4045 	3671 	3467 	3500 	3434 b	3483 	3418 	3076 	2586 	2316 	1799 	1678 	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,MK	: 	2585 	2321 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,MT	10693 	10651 	10022 	9993 	9697 	9497 	9185 b	8971 	8462 	8167 	7464 	7309 	7874 	6877 	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,NL	19021 	18579 	18269 b	17990 	18468 	18505 	17955 b	17249 	16850 	17277 	16616 	15536 	15092 	15012 	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,NO	32051 	28828 	32696 	34706 	: 	33137 	33536 b	27646 	24936 	25981 	24411 	22367 	21321 	18931 	18017 	: 
EUR,MED_E,DEG1,F,Y_GE75,PL	6426 	5974 	6043 	5957 	5785 	5648 	5448 b	5264 	4488 	5125 	4403 	4107 	3579 	2896 	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,PT	8621 	8373 	8184 	8087 	8000 	8417 	7888 b	7733 	7268 	6785 	7243 	6312 	6744 	6203 	6003 	: 
EUR,MED_E,DEG1,F,Y_GE75,RO	3414 	3071 	2589 	2567 	2524 	2328 	2612 b	2558 	2458 	2355 	2148 	1680 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,RS	3007 	2828 	2783 	2863 	2828 	2770 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,SE	17885 	17429 	17029 	17530 	18825 	17692 	17215 b	15480 	13842 	14463 	14577 b	13636 	13395 	13398 	13130 	: 
EUR,MED_E,DEG1,F,Y_GE75,SI	12000 	11580 	10852 	11505 	10933 	10286 	10610 b	10184 	10272 	10008 	9712 	9491 	8364 	8128 	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,SK	6333 	6180 	6287 	6524 	6097 	5977 	5874 b	5434 	5296 	4770 	3875 	3292 	2718 	2296 	: 	: 
EUR,MED_E,DEG1,F,Y_GE75,UK	16219 p	16694 b	16561 	16091 	16595 	14733 	16159 b	13493 	13252 	12674 	14205 	15568 	13903 	13444 	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,AT	20699 	20307 	18714 	18931 	18153 	17564 	17411 b	18761 	17064 	17122 	15250 b	15225 	15453 	16677 	14650 	14166 
EUR,MED_E,DEG1,F,Y_LT18,BE	19944 	18312 	17437 	18176 	17899 	17164 	16351 b	16952 	18019 	17619 	16461 	16221 	16292 	15072 	14780 	14782 
EUR,MED_E,DEG1,F,Y_LT18,BG	3968 	4190 	3472 b	3988 	3726 	3289 	3378 b	3593 	3520 	3255 	2572 	1640 	1518 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,CH	41986 	41000 	38273 	38881 	35898 b	36683 	35382 b	31028 	27020 	26113 	23631 	24656 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,CY	16609 	16667 	15819 	15999 	15789 	17544 	18837 b	18109 	17290 	17162 	17458 b	16828 	14452 	13807 	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,CZ	9553 	8692 	7963 	7776 	7938 	8198 	8275 b	7649 	7336 	7778 	6305 	5719 	4749 	4116 	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,DE	21201 	21132 	20185 	20259 	18552 	18693 	18799 b	18127 	18571 	18224 	18059 	17123 	14461 	14965 	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,DK	32753 	33513 	30124 	30075 	29105 	28957 	29194 b	29098 b	26997 	27067 	26322 	25614 	23271 	22917 	22266 	22027 
EUR,MED_E,DEG1,F,Y_LT18,EA	18269 	17925 e	17263 e	16787 e	16358 e	16522 e	16406 e	16326 e	16548 e	16357 e	16153 e	: 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,EA18	18367 	18022 	17362 	16890 	16358 	16458 	16339 	16263 	16448 	16260 	15968 	14728 	14053 	13573 	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,EA19	18269 	17925 	17263 	16787 	16256 	16367 	16242 	16172 	16356 	16170 	15875 	14640 	13952 	13463 	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,EE	11204 	11407 	10409 	9239 	10139 b	8054 	7368 b	6624 	6697 	6907 	5913 	4739 	3961 	3536 	2797 	: 
EUR,MED_E,DEG1,F,Y_LT18,EL	7819 	7753 	7400 	7557 	8384 	8385 	10986 b	11940 	13333 	11973 	12466 	11325 	11120 	10717 	10043 	9095 
EUR,MED_E,DEG1,F,Y_LT18,ES	15505 	14168 	13365 	13362 	13227 	13911 	13462 b	14003 	14198 	13962 	13180 b	11923 	11420 	10391 	11004 	: 
EUR,MED_E,DEG1,F,Y_LT18,EU	16994 	16695 e	16106 e	15660 e	15266 e	14966 e	15026 e	14514 e	14564 e	14381 e	14490 e	: 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,EU27	17038 	16740 	16151 	15703 	15316 	15011 	15073 	14560 	14609 	14381 	14490 	13987 	13177 e	12497 e	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,EU28	16994 	16695 	16106 	15660 	15266 	14966 	15023 	14514 	14564 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,FI	25517 	25838 	24543 	26012 	24861 	24309 	24439 b	22632 	23131 	22764 	22117 	20021 	18895 	18411 	18114 	: 
EUR,MED_E,DEG1,F,Y_LT18,FR	20505 	20560 	20661 	19583 	19195 	19744 	19220 b	17995 	18121 	18087 	17479 b	15127 	15986 	15035 	14370 	: 
EUR,MED_E,DEG1,F,Y_LT18,HR	8282 	7121 	6409 	6262 	5501 	6305 	5855 b	6178 	6966 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,HU	5616 	5655 	5748 	5337 	5043 	4956 	5607 b	5032 	4513 	5103 	4498 	4178 	4024 	3784 	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,IE	23038 p	22342 	22876 	20900 	21814 	19869 	20831 b	19255 	21944 	22445 	22360 	20120 	20092 	18430 	17342 	16649 
EUR,MED_E,DEG1,F,Y_LT18,IS	: 	: 	27380 	23191 	21170 	19723 	17720 b	18405 	18266 	22265 	32860 	29316 	29049 	23643 	21799 	: 
EUR,MED_E,DEG1,F,Y_LT18,IT	14447 	14546 	14205 	14372 b	14395 	14055 	14300 	14426 	13833 	14053 	14505 	13953 	13676 	13241 	12462 	: 
EUR,MED_E,DEG1,F,Y_LT18,LT	8140 	8298 	7582 	6614 	5804 	5208 	5045 b	4508 	4415 	6028 	5125 	3986 	3226 	2601 	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,LU	39357 	42348 	35555 b	35376 	32017 	29185 	28590 b	24007 	23189 	23808 	25092 	22956 	23950 	23303 	22312 	21789 
EUR,MED_E,DEG1,F,Y_LT18,LV	8880 	8077 	7687 	7332 	6053 	5690 	5314 b	5021 	5081 	6054 	5883 	4218 	3037 	2418 	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,MK	: 	2288 	2037 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,MT	14143 	13640 	13006 	12537 	11684 	10180 	9694 b	9396 	9097 	9103 	9118 	8713 	7858 	7726 	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,NL	24643 	24254 	23019 b	20850 	20175 	20433 	20165 b	19506 	20054 	19670 	19152 	17847 	15928 	15755 	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,NO	38668 	38187 	39494 	41869 	: 	43400 	40482 b	36934 	32350 	34244 	31497 	29100 	28124 	25629 	26743 	: 
EUR,MED_E,DEG1,F,Y_LT18,PL	7368 	6982 	6378 	6572 	6011 	5778 	5867 b	5544 	4841 	5792 	4607 	3871 	3323 	2616 	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,PT	9433 	9444 	8871 	8674 	7880 	8025 	8327 b	8428 	9244 	8316 	8987 	8217 	7825 	7442 	7211 	: 
EUR,MED_E,DEG1,F,Y_LT18,RO	4934 	3822 	3406 	2831 	2917 	2074 	2494 b	2387 	2385 	2622 	2519 	2137 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,RS	3159 	2578 	2540 	2976 	2964 	2947 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,SE	25776 	25120 	23639 	23878 	24534 	25134 	23118 b	21373 	18715 	21679 	21232 b	20297 	18824 	17513 	17656 	: 
EUR,MED_E,DEG1,F,Y_LT18,SI	13390 	12819 	12261 	12645 	11915 	11786 	12631 b	12403 	12453 	12397 	12342 	10332 	9738 	9001 	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,SK	8105 	7487 	7128 	6714 	6782 	6694 	7624 b	7009 	6819 	6446 	5081 	3947 	3479 	2912 	: 	: 
EUR,MED_E,DEG1,F,Y_LT18,UK	17920 p	17712 b	17810 	17089 	16876 	15167 	16417 b	14507 	14682 	13872 	16150 	17944 	16810 	16477 	: 	: 
EUR,MED_E,DEG1,M,TOTAL,AT	24636 	24458 	22518 	22972 	22265 	21067 	20953 b	20993 	20526 	20784 	19656 b	18934 	18517 	18771 	17256 	16700 
EUR,MED_E,DEG1,M,TOTAL,BE	21754 	20547 	20432 	20241 	20150 	19582 	18460 b	19853 	19402 	19658 	17937 	17533 	17063 	16609 	15932 	15836 
EUR,MED_E,DEG1,M,TOTAL,BG	4572 	4624 	4091 b	4389 	4113 	3706 	3541 b	3826 	3819 	3446 	2685 	1768 	1724 	: 	: 	: 
EUR,MED_E,DEG1,M,TOTAL,CH	44531 	45217 	45006 	41969 	40602 b	41469 	40704 b	36270 	32395 	31104 	29001 	29339 	: 	: 	: 	: 
EUR,MED_E,DEG1,M,TOTAL,CY	16726 	16768 	16113 	15467 	15955 	17706 	18727 b	18963 	18192 	18347 	18079 b	17044 	15607 	14055 	: 	: 
EUR,MED_E,DEG1,M,TOTAL,CZ	9960 	9027 	8490 	8234 	8350 	8694 	8780 b	8248 	7868 	8177 	6500 	5916 	5181 	4513 	: 	: 
EUR,MED_E,DEG1,M,TOTAL,DE	22350 	21791 	21430 	20905 	20113 	19892 	19679 b	19849 	19667 	19297 	19322 	18748 	16104 	17273 	: 	: 
EUR,MED_E,DEG1,M,TOTAL,DK	31368 	29840 	30125 	28711 	27461 	26902 	27591 b	28589 b	26858 	26332 	24952 	24769 	23975 	23468 	22459 	22277 
EUR,MED_E,DEG1,M,TOTAL,EA	19981 	19484 e	19154 e	18584 e	18298 e	18354 e	18214 e	18420 e	18528 e	18359 e	17997 e	: 	: 	: 	: 	: 
EUR,MED_E,DEG1,M,TOTAL,EA18	20073 	19579 	19251 	18685 	18298 	18281 	18135 	18345 	18406 	18248 	17773 	16401 	15388 	15419 	: 	: 
EUR,MED_E,DEG1,M,TOTAL,EA19	19981 	19484 	19154 	18584 	18196 	18173 	18028 	18240 	18299 	18151 	17674 	16300 	15280 	15305 	: 	: 
EUR,MED_E,DEG1,M,TOTAL,EE	11637 	10881 	9930 	9151 	8477 b	7711 	7141 b	6157 	6601 	6997 	6348 	5091 	4216 	3525 	2910 	: 
EUR,MED_E,DEG1,M,TOTAL,EL	8599 	8400 	8248 	8263 	8482 	8967 	10500 b	11940 	13947 	12795 	12800 	11851 	11223 	11087 	10382 	9736 
EUR,MED_E,DEG1,M,TOTAL,ES	16569 	15923 	15275 	15043 	15166 	15668 	15545 b	16041 	16801 	17067 	15938 b	13339 	12702 	12016 	11885 	: 
EUR,MED_E,DEG1,M,TOTAL,EU	18683 	18257 e	17963 e	17371 e	17083 e	16732 e	16655 e	16392 e	16298 e	16203 e	16245 e	: 	: 	: 	: 	: 
EUR,MED_E,DEG1,M,TOTAL,EU27	18743 	18314 	18018 	17422 	17135 	16783 	16714 	16450 	16351 	16203 	16245 	15667 	14510 e	14024 e	: 	: 
EUR,MED_E,DEG1,M,TOTAL,EU28	18683 	18257 	17963 	17371 	17083 	16732 	16651 	16392 	16298 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG1,M,TOTAL,FI	26473 	25813 	25741 	26088 	26037 	25659 	25553 b	24452 	24675 	24147 	22781 	21146 	19997 	19453 	18993 	: 
EUR,MED_E,DEG1,M,TOTAL,FR	23156 	22849 	23079 	22615 	22155 	22347 	21758 b	20699 	20330 	20320 	19410 b	16808 	16860 	16824 	15806 	: 
EUR,MED_E,DEG1,M,TOTAL,HR	7912 	7443 	7003 	6735 	6327 	6617 	6442 b	6656 	7137 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG1,M,TOTAL,HU	6257 	6202 	6063 	5777 	5576 	5473 	5664 b	5635 	5117 	5575 	5130 	4623 	4673 	4124 	: 	: 
EUR,MED_E,DEG1,M,TOTAL,IE	27076 p	25063 	25050 	23948 	22513 	23466 	22821 b	23077 	24247 	26376 	27544 	26759 	24300 	21668 	20655 	19628 
EUR,MED_E,DEG1,M,TOTAL,IS	: 	: 	30016 	25542 	23580 	22003 	19961 b	19902 	19078 	23801 	34479 	31190 	30472 	25318 	23492 	: 
EUR,MED_E,DEG1,M,TOTAL,IT	17827 	17544 	17650 	16927 b	16982 	16834 	17163 	17263 	17340 	16815 	16727 	16068 	15597 	15591 	14881 	: 
EUR,MED_E,DEG1,M,TOTAL,LT	8926 	7989 	7652 	6888 	6167 	5937 	5840 b	4902 	5102 	6414 	5512 	4325 	3427 	2735 	: 	: 
EUR,MED_E,DEG1,M,TOTAL,LU	45190 	44441 	39956 b	37812 	37697 	36509 	38749 b	30305 	29497 	28199 	28569 	27989 	27518 	26099 	25233 	24977 
EUR,MED_E,DEG1,M,TOTAL,LV	8933 	8028 	7479 	6975 	6325 	5751 	5184 b	4898 	5210 	6606 	5932 	4382 	3415 	2620 	: 	: 
EUR,MED_E,DEG1,M,TOTAL,MK	: 	2587 	2502 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG1,M,TOTAL,MT	14908 	14803 	13729 	13830 	13087 	12367 	11784 b	11228 	10566 	10793 	10235 	9437 	9338 	8815 	: 	: 
EUR,MED_E,DEG1,M,TOTAL,NL	24463 	23883 	22991 b	21402 	21256 	21174 	20938 b	21134 	21071 	20904 	20547 	19113 	18117 	17416 	: 	: 
EUR,MED_E,DEG1,M,TOTAL,NO	39597 	39141 	41229 	44015 	: 	45271 	41982 b	38227 	34576 	36086 	33897 	30614 	28890 	27146 	27964 	: 
EUR,MED_E,DEG1,M,TOTAL,PL	7792 	7071 	7064 	6817 	6495 	6252 	6295 b	6125 	5413 	6255 	5094 	4306 	3901 	3093 	: 	: 
EUR,MED_E,DEG1,M,TOTAL,PT	10440 	10067 	9822 	9453 	9153 	9105 	9424 b	9528 	9947 	9499 	9405 	8609 	8416 	8431 	8121 	: 
EUR,MED_E,DEG1,M,TOTAL,RO	4997 	3901 	3470 	3100 	3011 	2612 	2911 b	2897 	2828 	3005 	2828 	2289 	: 	: 	: 	: 
